sku_id,sku_name,total_value
1172,Electronics_Chargers_1172,340.36
1095,Snacks_Chocolates_1095,62.76
1170,Dairy_Yogurt_1170,21.3
1014,Dairy_Butter_1014,7.83
1033,Household_Paper Products_1033,32.44
1127,Grocery_Rice_1127,20.43
1072,Electronics_Chargers_1072,536.1
1163,Household_Paper Products_1163,84.12
1147,Snacks_Crackers_1147,41.48
1199,Electronics_Cables_1199,229.89
1069,Grocery_Spices_1069,28.72
1065,Electronics_Chargers_1065,177.83
1050,Snacks_Chips_1050,40.14
1080,Snacks_Chips_1080,66.75
1038,Electronics_Cables_1038,99.28
1165,Personal Care_Skincare_1165,51.92
1130,Snacks_Nuts_1130,63.2
1087,Snacks_Crackers_1087,37.68
1030,Dairy_Cream_1030,82.65
1088,Household_Cleaning Supplies_1088,84.64
1029,Grocery_Canned Goods_1029,20.92
1007,Personal Care_Shampoo_1007,151.35
1001,Electronics_Chargers_1001,370.26
1055,Dairy_Butter_1055,16.72
1013,Grocery_Cereals_1013,35.63
1060,Household_Detergent_1060,113.46
1058,Personal Care_Soap_1058,180.28
1071,Grocery_Canned Goods_1071,4.12
1199,Electronics_Cables_1199,1034.52
1185,Personal Care_Toothpaste_1185,464.34
1025,Household_Detergent_1025,12.72
1131,Snacks_Crackers_1131,35.2
1123,Beverages_Water_1123,39.28
1092,Household_Detergent_1092,56.38
1029,Grocery_Canned Goods_1029,111.6
1032,Snacks_Chocolates_1032,60.64
1177,Snacks_Chips_1177,4.26
1101,Snacks_Crackers_1101,49.84
1050,Snacks_Chips_1050,13.38
1019,Electronics_Cables_1019,423.72
1192,Dairy_Milk_1192,98.88
1063,Snacks_Chocolates_1063,48.64
1195,Snacks_Chocolates_1195,83.68
1075,Snacks_Crackers_1075,40.12
1127,Grocery_Rice_1127,76.6
1115,Household_Paper Products_1115,132.64
1014,Dairy_Butter_1014,39.15
1130,Snacks_Nuts_1130,33.72
1063,Snacks_Chocolates_1063,36.48
1149,Electronics_Chargers_1149,466.08
1079,Beverages_Juices_1079,3.9
1090,Dairy_Cheese_1090,137.0
1031,Snacks_Chips_1031,15.27
1025,Household_Detergent_1025,42.4
1115,Household_Paper Products_1115,265.32
1076,Snacks_Chocolates_1076,16.82
1096,Electronics_Mobile Accessories_1096,84.97
1054,Snacks_Chips_1054,19.72
1121,Grocery_Rice_1121,31.88
1194,Dairy_Butter_1194,9.63
1057,Beverages_Tea_1057,26.94
1116,Personal Care_Skincare_1116,292.95
1080,Snacks_Chips_1080,22.25
1048,Snacks_Biscuits_1048,10.4
1092,Household_Detergent_1092,84.56
1047,Household_Detergent_1047,27.08
1085,Personal Care_Skincare_1085,19.97
1047,Household_Detergent_1047,27.08
1149,Electronics_Chargers_1149,77.68
1049,Electronics_Batteries_1049,265.86
1036,Electronics_Mobile Accessories_1036,268.44
1184,Snacks_Chocolates_1184,22.41
1111,Snacks_Nuts_1111,47.1
1118,Dairy_Milk_1118,53.31
1159,Electronics_Batteries_1159,534.24
1071,Grocery_Canned Goods_1071,32.94
1040,Electronics_Mobile Accessories_1040,127.02
1151,Electronics_Cables_1151,214.1
1115,Household_Paper Products_1115,221.1
1117,Snacks_Crackers_1117,9.94
1085,Personal Care_Skincare_1085,79.88
1027,Snacks_Chips_1027,18.15
1112,Household_Paper Products_1112,7.78
1011,Personal Care_Shampoo_1011,15.28
1104,Grocery_Pasta_1104,47.52
1022,Household_Cleaning Supplies_1022,41.12
1081,Snacks_Nuts_1081,15.08
1157,Household_Cleaning Supplies_1157,43.89
1095,Snacks_Chocolates_1095,47.07
1126,Beverages_Soft Drinks_1126,51.4
1087,Snacks_Crackers_1087,37.68
1156,Personal Care_Soap_1156,76.38
1026,Snacks_Biscuits_1026,22.8
1040,Electronics_Mobile Accessories_1040,338.72
1082,Household_Detergent_1082,66.98
1100,Electronics_Mobile Accessories_1100,40.98
1144,Household_Detergent_1144,54.2
1122,Dairy_Yogurt_1122,71.1
1037,Electronics_Cables_1037,401.79
1158,Snacks_Crackers_1158,7.27
1127,Grocery_Rice_1127,15.32
1014,Dairy_Butter_1014,11.74
1127,Grocery_Rice_1127,61.28
1056,Snacks_Nuts_1056,17.94
1169,Beverages_Soft Drinks_1169,6.09
1176,Snacks_Chocolates_1176,5.12
1175,Household_Trash Bags_1175,224.4
1108,Dairy_Butter_1108,88.47
1067,Grocery_Cereals_1067,198.28
1111,Snacks_Nuts_1111,28.26
1187,Personal Care_Skincare_1187,160.53
1026,Snacks_Biscuits_1026,12.84
1186,Dairy_Yogurt_1186,12.3
1082,Household_Detergent_1082,133.96
1150,Electronics_Batteries_1150,399.42
1069,Grocery_Spices_1069,28.72
1083,Dairy_Cheese_1083,62.46
1008,Personal Care_Shampoo_1008,131.82
1010,Grocery_Rice_1010,49.28
1006,Beverages_Coffee_1006,28.38
1129,Electronics_Chargers_1129,229.26
1086,Grocery_Rice_1086,67.8
1175,Household_Trash Bags_1175,89.76
1180,Grocery_Spices_1180,18.9
1095,Snacks_Chocolates_1095,104.6
1135,Household_Trash Bags_1135,37.87
1136,Personal Care_Shampoo_1136,120.58
1091,Dairy_Butter_1091,32.8
1078,Electronics_Cables_1078,359.46
1121,Grocery_Rice_1121,31.88
1147,Snacks_Crackers_1147,77.8
1040,Electronics_Mobile Accessories_1040,423.4
1039,Beverages_Soft Drinks_1039,25.91
1051,Electronics_Cables_1051,356.75
1030,Dairy_Cream_1030,49.59
1169,Beverages_Soft Drinks_1169,22.85
1185,Personal Care_Toothpaste_1185,154.78
1050,Snacks_Chips_1050,35.68
1033,Household_Paper Products_1033,97.32
1007,Personal Care_Shampoo_1007,201.8
1131,Snacks_Crackers_1131,70.4
1129,Electronics_Chargers_1129,114.63
1086,Grocery_Rice_1086,30.12
1073,Electronics_Chargers_1073,90.28
1119,Grocery_Pasta_1119,72.14
1132,Dairy_Butter_1132,208.68
1182,Beverages_Tea_1182,52.6
1199,Electronics_Cables_1199,459.78
1118,Dairy_Milk_1118,53.31
1016,Grocery_Rice_1016,87.48
1183,Electronics_Batteries_1183,401.37
1189,Electronics_Batteries_1189,77.99
1114,Electronics_Batteries_1114,228.64
1079,Beverages_Juices_1079,3.9
1179,Household_Cleaning Supplies_1179,86.52
1099,Personal Care_Toothpaste_1099,186.9
1043,Electronics_Batteries_1043,52.77
1178,Beverages_Soft Drinks_1178,35.92
1080,Snacks_Chips_1080,111.25
1137,Snacks_Nuts_1137,25.2
1030,Dairy_Cream_1030,44.08
1026,Snacks_Biscuits_1026,21.4
1010,Grocery_Rice_1010,32.86
1180,Grocery_Spices_1180,31.5
1169,Beverages_Soft Drinks_1169,24.36
1120,Grocery_Cereals_1120,69.66
1007,Personal Care_Shampoo_1007,252.25
1165,Personal Care_Skincare_1165,64.9
1091,Dairy_Butter_1091,8.74
1198,Dairy_Cheese_1198,77.72
1110,Grocery_Canned Goods_1110,41.43
1045,Electronics_Cables_1045,282.42
1109,Electronics_Batteries_1109,27.29
1166,Grocery_Spices_1166,147.96
1157,Household_Cleaning Supplies_1157,21.94
1030,Dairy_Cream_1030,66.12
1028,Household_Paper Products_1028,188.04
1033,Household_Paper Products_1033,129.76
1153,Electronics_Batteries_1153,160.72
1061,Personal Care_Skincare_1061,201.8
1121,Grocery_Rice_1121,47.82
1175,Household_Trash Bags_1175,59.84
1120,Grocery_Cereals_1120,185.76
1092,Household_Detergent_1092,84.56
1159,Electronics_Batteries_1159,356.16
1106,Snacks_Chocolates_1106,42.3
1197,Electronics_Mobile Accessories_1197,52.72
1108,Dairy_Butter_1108,39.32
1023,Personal Care_Toothpaste_1023,182.48
1027,Snacks_Chips_1027,27.24
1107,Electronics_Mobile Accessories_1107,602.9
1138,Household_Cleaning Supplies_1138,46.28
1015,Dairy_Cream_1015,81.4
1085,Personal Care_Skincare_1085,79.88
1153,Electronics_Batteries_1153,964.32
1177,Snacks_Chips_1177,8.52
1190,Dairy_Milk_1190,20.26
1107,Electronics_Mobile Accessories_1107,482.31
1115,Household_Paper Products_1115,132.66
1099,Personal Care_Toothpaste_1099,112.14
1087,Snacks_Crackers_1087,7.06
1020,Beverages_Juices_1020,29.88
1178,Beverages_Soft Drinks_1178,35.92
1036,Electronics_Mobile Accessories_1036,67.11
1182,Beverages_Tea_1182,31.56
1172,Electronics_Chargers_1172,85.09
1125,Personal Care_Toothpaste_1125,101.15
1066,Household_Cleaning Supplies_1066,37.34
1044,Snacks_Biscuits_1044,49.02
1058,Personal Care_Soap_1058,67.6
1162,Dairy_Yogurt_1162,79.2
1170,Dairy_Yogurt_1170,106.5
1058,Personal Care_Soap_1058,67.6
1002,Dairy_Cream_1002,30.9
1094,Grocery_Rice_1094,23.5
1065,Electronics_Chargers_1065,1066.98
1139,Dairy_Cream_1139,68.12
1108,Dairy_Butter_1108,29.49
1086,Grocery_Rice_1086,45.2
1144,Household_Detergent_1144,28.92
1121,Grocery_Rice_1121,143.46
1082,Household_Detergent_1082,66.98
1025,Household_Detergent_1025,8.48
1049,Electronics_Batteries_1049,354.48
1196,Grocery_Pasta_1196,29.94
1080,Snacks_Chips_1080,22.25
1151,Electronics_Cables_1151,713.65
1002,Dairy_Cream_1002,41.2
1139,Dairy_Cream_1139,51.09
1109,Electronics_Batteries_1109,136.45
1041,Snacks_Nuts_1041,41.28
1122,Dairy_Yogurt_1122,94.8
1126,Beverages_Soft Drinks_1126,38.54
1175,Household_Trash Bags_1175,269.28
1049,Electronics_Batteries_1049,265.86
1027,Snacks_Chips_1027,30.25
1064,Snacks_Biscuits_1064,79.56
1023,Personal Care_Toothpaste_1023,136.86
1150,Electronics_Batteries_1150,399.42
1060,Household_Detergent_1060,28.36
1024,Grocery_Canned Goods_1024,13.18
1123,Beverages_Water_1123,44.16
1078,Electronics_Cables_1078,134.8
1133,Electronics_Mobile Accessories_1133,126.95
1026,Snacks_Biscuits_1026,17.1
1034,Household_Cleaning Supplies_1034,172.68
1118,Dairy_Milk_1118,53.31
1158,Snacks_Crackers_1158,32.7
1093,Snacks_Chips_1093,15.96
1092,Household_Detergent_1092,84.56
1056,Snacks_Nuts_1056,26.94
1178,Beverages_Soft Drinks_1178,89.8
1033,Household_Paper Products_1033,24.33
1107,Electronics_Mobile Accessories_1107,482.31
1140,Personal Care_Shampoo_1140,107.56
1128,Grocery_Spices_1128,59.79
1064,Snacks_Biscuits_1064,26.52
1020,Beverages_Juices_1020,29.88
1163,Household_Paper Products_1163,56.08
1050,Snacks_Chips_1050,40.14
1077,Household_Cleaning Supplies_1077,178.5
1188,Grocery_Spices_1188,30.56
1110,Grocery_Canned Goods_1110,27.62
1076,Snacks_Chocolates_1076,33.64
1155,Electronics_Mobile Accessories_1155,45.76
1051,Electronics_Cables_1051,285.4
1107,Electronics_Mobile Accessories_1107,160.77
1036,Electronics_Mobile Accessories_1036,201.33
1192,Dairy_Milk_1192,109.85
1095,Snacks_Chocolates_1095,20.92
1137,Snacks_Nuts_1137,25.2
1077,Household_Cleaning Supplies_1077,71.4
1145,Household_Trash Bags_1145,25.8
1082,Household_Detergent_1082,223.3
1097,Snacks_Crackers_1097,2.61
1198,Dairy_Cheese_1198,116.58
1155,Electronics_Mobile Accessories_1155,22.88
1040,Electronics_Mobile Accessories_1040,423.4
1097,Snacks_Crackers_1097,13.05
1062,Personal Care_Deodorant_1062,43.76
1101,Snacks_Crackers_1101,49.84
1080,Snacks_Chips_1080,50.07
1088,Household_Cleaning Supplies_1088,84.64
1116,Personal Care_Skincare_1116,175.77
1188,Grocery_Spices_1188,15.28
1004,Beverages_Juices_1004,24.82
1127,Grocery_Rice_1127,20.43
1036,Electronics_Mobile Accessories_1036,89.48
1072,Electronics_Chargers_1072,178.7
1052,Snacks_Crackers_1052,16.68
1067,Grocery_Cereals_1067,99.14
1179,Household_Cleaning Supplies_1179,43.26
1163,Household_Paper Products_1163,224.34
1047,Household_Detergent_1047,27.08
1007,Personal Care_Shampoo_1007,269.04
1069,Grocery_Spices_1069,86.16
1072,Electronics_Chargers_1072,178.7
1149,Electronics_Chargers_1149,388.4
1138,Household_Cleaning Supplies_1138,231.4
1137,Snacks_Nuts_1137,20.16
1130,Snacks_Nuts_1130,101.16
1174,Electronics_Mobile Accessories_1174,180.64
1061,Personal Care_Skincare_1061,121.08
1193,Beverages_Tea_1193,27.74
1090,Dairy_Cheese_1090,27.4
1198,Dairy_Cheese_1198,77.72
1040,Electronics_Mobile Accessories_1040,317.55
1103,Dairy_Milk_1103,115.17
1171,Personal Care_Toothpaste_1171,83.34
1117,Snacks_Crackers_1117,19.88
1024,Grocery_Canned Goods_1024,43.95
1002,Dairy_Cream_1002,20.6
1183,Electronics_Batteries_1183,401.37
1084,Household_Paper Products_1084,239.45
1077,Household_Cleaning Supplies_1077,238.0
1049,Electronics_Batteries_1049,236.32
1049,Electronics_Batteries_1049,531.72
1141,Beverages_Coffee_1141,6.34
1089,Electronics_Mobile Accessories_1089,98.92
1199,Electronics_Cables_1199,459.78
1020,Beverages_Juices_1020,44.82
1185,Personal Care_Toothpaste_1185,77.39
1122,Dairy_Yogurt_1122,94.8
1091,Dairy_Butter_1091,26.22
1088,Household_Cleaning Supplies_1088,126.96
1070,Grocery_Canned Goods_1070,31.64
1198,Dairy_Cheese_1198,58.29
1187,Personal Care_Skincare_1187,53.51
1128,Grocery_Spices_1128,26.58
1002,Dairy_Cream_1002,41.2
1164,Electronics_Cables_1164,588.72
1147,Snacks_Crackers_1147,62.22
1051,Electronics_Cables_1051,71.35
1168,Snacks_Chips_1168,57.36
1178,Beverages_Soft Drinks_1178,53.88
1071,Grocery_Canned Goods_1071,4.12
1009,Electronics_Batteries_1009,68.21
1086,Grocery_Rice_1086,33.9
1074,Personal Care_Skincare_1074,94.0
1070,Grocery_Canned Goods_1070,168.76
1044,Snacks_Biscuits_1044,65.37
1059,Electronics_Cables_1059,47.76
1118,Dairy_Milk_1118,94.8
1075,Snacks_Crackers_1075,26.74
1116,Personal Care_Skincare_1116,117.18
1051,Electronics_Cables_1051,160.53
1031,Snacks_Chips_1031,22.9
1194,Dairy_Butter_1194,48.15
1121,Grocery_Rice_1121,159.4
1123,Beverages_Water_1123,29.46
1133,Electronics_Mobile Accessories_1133,67.7
1070,Grocery_Canned Goods_1070,126.56
1192,Dairy_Milk_1192,32.96
1041,Snacks_Nuts_1041,10.32
1186,Dairy_Yogurt_1186,16.4
1157,Household_Cleaning Supplies_1157,21.94
1154,Household_Cleaning Supplies_1154,11.92
1167,Grocery_Rice_1167,99.33
1165,Personal Care_Skincare_1165,12.98
1191,Dairy_Butter_1191,14.86
1149,Electronics_Chargers_1149,621.48
1119,Grocery_Pasta_1119,144.28
1087,Snacks_Crackers_1087,28.26
1168,Snacks_Chips_1168,43.02
1041,Snacks_Nuts_1041,27.52
1110,Grocery_Canned Goods_1110,41.43
1133,Electronics_Mobile Accessories_1133,50.78
1187,Personal Care_Skincare_1187,160.53
1013,Grocery_Cereals_1013,35.63
1171,Personal Care_Toothpaste_1171,187.5
1199,Electronics_Cables_1199,344.84
1089,Electronics_Mobile Accessories_1089,98.92
1044,Snacks_Biscuits_1044,32.68
1169,Beverages_Soft Drinks_1169,24.36
1078,Electronics_Cables_1078,134.8
1168,Snacks_Chips_1168,28.68
1005,Household_Paper Products_1005,26.54
1072,Electronics_Chargers_1072,536.1
1151,Electronics_Cables_1151,535.25
1106,Snacks_Chocolates_1106,42.3
1059,Electronics_Cables_1059,79.6
1155,Electronics_Mobile Accessories_1155,91.52
1001,Electronics_Chargers_1001,617.1
1112,Household_Paper Products_1112,15.56
1116,Personal Care_Skincare_1116,58.59
1109,Electronics_Batteries_1109,54.58
1156,Personal Care_Soap_1156,101.85
1116,Personal Care_Skincare_1116,117.18
1134,Household_Paper Products_1134,20.74
1175,Household_Trash Bags_1175,134.64
1114,Electronics_Batteries_1114,685.92
1133,Electronics_Mobile Accessories_1133,203.1
1011,Personal Care_Shampoo_1011,61.12
1179,Household_Cleaning Supplies_1179,108.15
1168,Snacks_Chips_1168,57.36
1002,Dairy_Cream_1002,30.9
1061,Personal Care_Skincare_1061,161.46
1132,Dairy_Butter_1132,34.78
1032,Snacks_Chocolates_1032,34.11
1189,Electronics_Batteries_1189,311.96
1176,Snacks_Chocolates_1176,5.12
1198,Dairy_Cheese_1198,77.72
1053,Snacks_Crackers_1053,8.74
1156,Personal Care_Soap_1156,33.95
1074,Personal Care_Skincare_1074,188.01
1130,Snacks_Nuts_1130,75.84
1077,Household_Cleaning Supplies_1077,214.2
1087,Snacks_Crackers_1087,37.68
1104,Grocery_Pasta_1104,126.72
1041,Snacks_Nuts_1041,51.6
1123,Beverages_Water_1123,14.72
1160,Snacks_Nuts_1160,27.84
1115,Household_Paper Products_1115,99.48
1090,Dairy_Cheese_1090,219.24
1070,Grocery_Canned Goods_1070,126.56
1035,Electronics_Batteries_1035,1226.9
1140,Personal Care_Shampoo_1140,26.89
1128,Grocery_Spices_1128,119.58
1180,Grocery_Spices_1180,50.4
1200,Beverages_Juices_1200,22.48
1097,Snacks_Crackers_1097,10.44
1102,Snacks_Biscuits_1102,64.64
1139,Dairy_Cream_1139,17.03
1152,Personal Care_Toothpaste_1152,80.92
1155,Electronics_Mobile Accessories_1155,68.64
1093,Snacks_Chips_1093,15.96
1017,Household_Paper Products_1017,129.68
1155,Electronics_Mobile Accessories_1155,85.8
1118,Dairy_Milk_1118,35.54
1031,Snacks_Chips_1031,57.25
1199,Electronics_Cables_1199,862.1
1162,Dairy_Yogurt_1162,59.4
1072,Electronics_Chargers_1072,953.04
1142,Electronics_Mobile Accessories_1142,46.92
1119,Grocery_Pasta_1119,72.14
1097,Snacks_Crackers_1097,1.96
1019,Electronics_Cables_1019,953.4
1056,Snacks_Nuts_1056,5.98
1109,Electronics_Batteries_1109,81.87
1191,Dairy_Butter_1191,22.29
1155,Electronics_Mobile Accessories_1155,34.32
1151,Electronics_Cables_1151,570.92
1109,Electronics_Batteries_1109,109.17
1148,Household_Cleaning Supplies_1148,160.84
1071,Grocery_Canned Goods_1071,5.49
1031,Snacks_Chips_1031,11.45
1008,Personal Care_Shampoo_1008,131.82
1040,Electronics_Mobile Accessories_1040,381.06
1146,Snacks_Chocolates_1146,60.88
1070,Grocery_Canned Goods_1070,158.2
1122,Dairy_Yogurt_1122,23.7
1034,Household_Cleaning Supplies_1034,215.85
1008,Personal Care_Shampoo_1008,43.94
1120,Grocery_Cereals_1120,69.66
1022,Household_Cleaning Supplies_1022,123.36
1183,Electronics_Batteries_1183,267.58
1131,Snacks_Crackers_1131,117.35
1168,Snacks_Chips_1168,38.24
1120,Grocery_Cereals_1120,174.15
1122,Dairy_Yogurt_1122,94.8
1067,Grocery_Cereals_1067,49.57
1105,Beverages_Water_1105,51.12
1011,Personal Care_Shampoo_1011,76.4
1048,Snacks_Biscuits_1048,52.0
1053,Snacks_Crackers_1053,46.6
1079,Beverages_Juices_1079,15.6
1166,Grocery_Spices_1166,73.98
1006,Beverages_Coffee_1006,37.84
1191,Dairy_Butter_1191,9.9
1126,Beverages_Soft Drinks_1126,51.4
1086,Grocery_Rice_1086,45.18
1074,Personal Care_Skincare_1074,47.0
1058,Personal Care_Soap_1058,169.0
1058,Personal Care_Soap_1058,135.2
1077,Household_Cleaning Supplies_1077,107.1
1031,Snacks_Chips_1031,61.08
1093,Snacks_Chips_1093,23.92
1198,Dairy_Cheese_1198,58.29
1063,Snacks_Chocolates_1063,12.16
1093,Snacks_Chips_1093,39.9
1003,Household_Cleaning Supplies_1003,45.0
1031,Snacks_Chips_1031,15.27
1061,Personal Care_Skincare_1061,201.8
1152,Personal Care_Toothpaste_1152,161.82
1100,Electronics_Mobile Accessories_1100,68.3
1174,Electronics_Mobile Accessories_1174,541.92
1091,Dairy_Butter_1091,26.24
1179,Household_Cleaning Supplies_1179,86.52
1070,Grocery_Canned Goods_1070,168.76
1113,Dairy_Cheese_1113,75.87
1148,Household_Cleaning Supplies_1148,80.42
1067,Grocery_Cereals_1067,297.42
1200,Beverages_Juices_1200,16.86
1144,Household_Detergent_1144,21.68
1171,Personal Care_Toothpaste_1171,83.34
1160,Snacks_Nuts_1160,27.84
1189,Electronics_Batteries_1189,311.96
1040,Electronics_Mobile Accessories_1040,317.55
1158,Snacks_Crackers_1158,10.9
1046,Household_Paper Products_1046,261.84
1044,Snacks_Biscuits_1044,49.02
1193,Beverages_Tea_1193,41.6
1193,Beverages_Tea_1193,10.4
1199,Electronics_Cables_1199,919.56
1141,Beverages_Coffee_1141,50.7
1134,Household_Paper Products_1134,82.98
1106,Snacks_Chocolates_1106,33.84
1172,Electronics_Chargers_1172,113.45
1103,Dairy_Milk_1103,38.39
1163,Household_Paper Products_1163,112.16
1113,Dairy_Cheese_1113,18.97
1049,Electronics_Batteries_1049,88.62
1033,Household_Paper Products_1033,24.33
1027,Snacks_Chips_1027,9.08
1122,Dairy_Yogurt_1122,71.1
1069,Grocery_Spices_1069,172.32
1003,Household_Cleaning Supplies_1003,9.0
1138,Household_Cleaning Supplies_1138,138.84
1045,Electronics_Cables_1045,105.91
1067,Grocery_Cereals_1067,185.9
1099,Personal Care_Toothpaste_1099,199.36
1008,Personal Care_Shampoo_1008,175.76
1056,Snacks_Nuts_1056,4.49
1067,Grocery_Cereals_1067,148.72
1045,Electronics_Cables_1045,423.64
1137,Snacks_Nuts_1137,6.72
1029,Grocery_Canned Goods_1029,167.4
1178,Beverages_Soft Drinks_1178,71.82
1178,Beverages_Soft Drinks_1178,89.8
1079,Beverages_Juices_1079,23.4
1159,Electronics_Batteries_1159,667.8
1146,Snacks_Chocolates_1146,81.16
1190,Dairy_Milk_1190,76.0
1026,Snacks_Biscuits_1026,21.4
1067,Grocery_Cereals_1067,148.72
1071,Grocery_Canned Goods_1071,5.49
1064,Snacks_Biscuits_1064,26.52
1115,Household_Paper Products_1115,33.16
1198,Dairy_Cheese_1198,77.73
1155,Electronics_Mobile Accessories_1155,22.88
1004,Beverages_Juices_1004,124.1
1081,Snacks_Nuts_1081,45.24
1022,Household_Cleaning Supplies_1022,205.6
1110,Grocery_Canned Goods_1110,18.41
1122,Dairy_Yogurt_1122,126.4
1179,Household_Cleaning Supplies_1179,21.63
1064,Snacks_Biscuits_1064,35.36
1003,Household_Cleaning Supplies_1003,36.0
1036,Electronics_Mobile Accessories_1036,178.96
1065,Electronics_Chargers_1065,711.32
1176,Snacks_Chocolates_1176,15.36
1056,Snacks_Nuts_1056,8.98
1167,Grocery_Rice_1167,33.11
1094,Grocery_Rice_1094,70.5
1088,Household_Cleaning Supplies_1088,95.22
1085,Personal Care_Skincare_1085,19.97
1027,Snacks_Chips_1027,4.54
1017,Household_Paper Products_1017,129.68
1022,Household_Cleaning Supplies_1022,328.92
1013,Grocery_Cereals_1013,80.16
1012,Beverages_Juices_1012,63.48
1167,Grocery_Rice_1167,33.11
1055,Dairy_Butter_1055,8.36
1161,Electronics_Batteries_1161,495.96
1166,Grocery_Spices_1166,197.28
1049,Electronics_Batteries_1049,236.32
1096,Electronics_Mobile Accessories_1096,679.74
1098,Electronics_Mobile Accessories_1098,232.95
1051,Electronics_Cables_1051,214.04
1165,Personal Care_Skincare_1165,12.98
1062,Personal Care_Deodorant_1062,65.64
1199,Electronics_Cables_1199,689.68
1039,Beverages_Soft Drinks_1039,19.43
1095,Snacks_Chocolates_1095,41.84
1038,Electronics_Cables_1038,148.92
1049,Electronics_Batteries_1049,443.1
1187,Personal Care_Skincare_1187,267.55
1175,Household_Trash Bags_1175,359.04
1157,Household_Cleaning Supplies_1157,14.63
1135,Household_Trash Bags_1135,302.94
1083,Dairy_Cheese_1083,83.28
1086,Grocery_Rice_1086,45.2
1091,Dairy_Butter_1091,13.12
1066,Household_Cleaning Supplies_1066,186.7
1061,Personal Care_Skincare_1061,121.08
1107,Electronics_Mobile Accessories_1107,602.9
1078,Electronics_Cables_1078,718.92
1072,Electronics_Chargers_1072,893.5
1154,Household_Cleaning Supplies_1154,31.78
1063,Snacks_Chocolates_1063,97.32
1124,Dairy_Cheese_1124,70.86
1179,Household_Cleaning Supplies_1179,64.89
1090,Dairy_Cheese_1090,27.4
1141,Beverages_Coffee_1141,16.9
1183,Electronics_Batteries_1183,501.7
1044,Snacks_Biscuits_1044,16.34
1048,Snacks_Biscuits_1048,55.48
1194,Dairy_Butter_1194,19.26
1137,Snacks_Nuts_1137,10.08
1066,Household_Cleaning Supplies_1066,149.34
1104,Grocery_Pasta_1104,31.68
1090,Dairy_Cheese_1090,137.0
1077,Household_Cleaning Supplies_1077,71.4
1089,Electronics_Mobile Accessories_1089,148.38
1117,Snacks_Crackers_1117,29.82
1182,Beverages_Tea_1182,14.02
1171,Personal Care_Toothpaste_1171,93.75
1090,Dairy_Cheese_1090,54.8
1054,Snacks_Chips_1054,44.4
1039,Beverages_Soft Drinks_1039,25.91
1098,Electronics_Mobile Accessories_1098,232.95
1101,Snacks_Crackers_1101,74.76
1118,Dairy_Milk_1118,71.1
1181,Personal Care_Soap_1181,193.05
1120,Grocery_Cereals_1120,69.66
1001,Electronics_Chargers_1001,822.8
1181,Personal Care_Soap_1181,38.61
1093,Snacks_Chips_1093,23.94
1063,Snacks_Chocolates_1063,60.8
1096,Electronics_Mobile Accessories_1096,566.45
1147,Snacks_Crackers_1147,103.7
1045,Electronics_Cables_1045,317.73
1167,Grocery_Rice_1167,99.33
1195,Snacks_Chocolates_1195,47.07
1193,Beverages_Tea_1193,41.61
1055,Dairy_Butter_1055,41.8
1132,Dairy_Butter_1132,208.68
1100,Electronics_Mobile Accessories_1100,18.21
1066,Household_Cleaning Supplies_1066,49.78
1153,Electronics_Batteries_1153,120.54
1072,Electronics_Chargers_1072,238.26
1131,Snacks_Crackers_1131,117.35
1126,Beverages_Soft Drinks_1126,77.1
1152,Personal Care_Toothpaste_1152,269.7
1050,Snacks_Chips_1050,53.52
1121,Grocery_Rice_1121,23.91
1041,Snacks_Nuts_1041,55.04
1038,Electronics_Cables_1038,74.46
1082,Household_Detergent_1082,66.98
1157,Household_Cleaning Supplies_1157,73.15
1125,Personal Care_Toothpaste_1125,60.69
1103,Dairy_Milk_1103,115.16
1128,Grocery_Spices_1128,19.93
1005,Household_Paper Products_1005,13.27
1193,Beverages_Tea_1193,52.0
1027,Snacks_Chips_1027,18.16
1120,Grocery_Cereals_1120,139.32
1098,Electronics_Mobile Accessories_1098,310.6
1199,Electronics_Cables_1199,344.84
1101,Snacks_Crackers_1101,99.68
1073,Electronics_Chargers_1073,361.14
1163,Household_Paper Products_1163,112.17
1041,Snacks_Nuts_1041,30.96
1119,Grocery_Pasta_1119,81.15
1009,Electronics_Batteries_1009,136.42
1075,Snacks_Crackers_1075,30.09
1067,Grocery_Cereals_1067,37.18
1147,Snacks_Crackers_1147,46.68
1147,Snacks_Crackers_1147,31.12
1106,Snacks_Chocolates_1106,45.12
1122,Dairy_Yogurt_1122,118.5
1134,Household_Paper Products_1134,41.49
1178,Beverages_Soft Drinks_1178,107.76
1026,Snacks_Biscuits_1026,8.56
1139,Dairy_Cream_1139,22.71
1095,Snacks_Chocolates_1095,47.07
1176,Snacks_Chocolates_1176,15.36
1089,Electronics_Mobile Accessories_1089,197.84
1119,Grocery_Pasta_1119,27.05
1059,Electronics_Cables_1059,47.76
1163,Household_Paper Products_1163,112.17
1174,Electronics_Mobile Accessories_1174,1083.84
1070,Grocery_Canned Goods_1070,158.2
1061,Personal Care_Skincare_1061,40.36
1179,Household_Cleaning Supplies_1179,43.26
1143,Dairy_Cheese_1143,64.55
1077,Household_Cleaning Supplies_1077,71.4
1016,Grocery_Rice_1016,97.2
1041,Snacks_Nuts_1041,51.6
1070,Grocery_Canned Goods_1070,126.57
1170,Dairy_Yogurt_1170,106.5
1017,Household_Paper Products_1017,97.26
1082,Household_Detergent_1082,100.47
