cust_id,city,total_value
1617,Dubai,168.76
1617,Dubai,186.36
1617,Dubai,77.1
1617,Dubai,25.91
1617,Dubai,106.89
1617,Dubai,7.27
1617,Dubai,132.45
1617,Dubai,25.29
1617,Dubai,6.18
1617,Dubai,66.85
1617,Dubai,161.64
1617,Dubai,338.72
1617,Dubai,107.55
1617,Dubai,532.56
1617,Dubai,178.96
1617,Dubai,31.88
1617,Dubai,26.4
1617,Dubai,14.63
1617,Dubai,63.48
1617,Dubai,26.37
1617,Dubai,53.72
1617,Dubai,60.78
1617,Dubai,47.0
1617,Dubai,288.9
1617,Dubai,285.27
1617,Dubai,211.86
1617,Dubai,381.34
1617,Dubai,22.25
1617,Dubai,39.84
1619,Sharjah,67.32
1619,Sharjah,175.08
1619,Sharjah,96.3
1619,Sharjah,29.9
1619,Sharjah,27.52
1619,Sharjah,43.94
1619,Sharjah,41.84
1619,Sharjah,226.92
1619,Sharjah,230.24
1619,Sharjah,99.68
1619,Sharjah,62.67
1619,Sharjah,41.28
1619,Sharjah,263.8
1619,Sharjah,541.7
1619,Sharjah,121.88
1619,Sharjah,22.25
1619,Sharjah,236.32
1619,Sharjah,31.44
1619,Sharjah,90.14
1619,Sharjah,299.04
1619,Sharjah,713.65
1619,Sharjah,31.64
1619,Sharjah,53.88
1619,Sharjah,19.8
1619,Sharjah,70.5
1619,Sharjah,53.94
1619,Sharjah,101.85
1619,Sharjah,38.88
1619,Sharjah,893.5
1619,Sharjah,165.48
1619,Sharjah,106.34
1619,Sharjah,609.68
1619,Sharjah,24.72
1619,Sharjah,20.22
1619,Sharjah,95.88
1619,Sharjah,52.8
1619,Sharjah,28.83
1619,Sharjah,22.56
1619,Sharjah,146.16
1619,Sharjah,118.41
1619,Sharjah,61.29
1619,Sharjah,31.78
1619,Sharjah,27.76
1619,Sharjah,42.4
1619,Sharjah,18.84
1619,Sharjah,194.64
1619,Sharjah,146.16
1619,Sharjah,112.17
1619,Sharjah,33.6
1619,Sharjah,20.92
1619,Sharjah,890.4
1619,Sharjah,8.74
1619,Sharjah,113.45
1619,Sharjah,135.8
1619,Sharjah,39.47
1619,Sharjah,306.96
1619,Sharjah,46.44
1619,Sharjah,88.08
1619,Sharjah,453.8
1619,Sharjah,60.65
1619,Sharjah,606.6
1619,Sharjah,79.72
1619,Sharjah,141.21
1619,Sharjah,142.73
1619,Sharjah,44.66
1619,Sharjah,459.78
1619,Sharjah,17.58
1619,Sharjah,31.14
1619,Sharjah,5.68
1619,Sharjah,198.7
1619,Sharjah,654.32
1619,Sharjah,33.85
1619,Sharjah,9.96
1619,Sharjah,21.54
1619,Sharjah,41.61
1619,Sharjah,56.8
1619,Sharjah,70.56
1619,Sharjah,139.04
1619,Sharjah,34.64
1619,Sharjah,112.17
1619,Sharjah,209.45
1619,Sharjah,82.66
1619,Sharjah,54.26
1619,Sharjah,20.92
1619,Sharjah,166.68
1619,Sharjah,134.52
1619,Sharjah,34.38
1619,Sharjah,9.96
1619,Sharjah,45.48
1619,Sharjah,239.45
1619,Sharjah,22.25
1619,Sharjah,535.71
1619,Sharjah,80.68
1619,Sharjah,588.72
1619,Sharjah,14.82
1619,Sharjah,164.56
1619,Sharjah,63.76
1626,Sharjah,81.48
1626,Sharjah,98.58
1626,Sharjah,327.16
1626,Sharjah,490.76
1626,Sharjah,21.96
1626,Sharjah,45.84
1626,Sharjah,31.14
1626,Sharjah,200.94
1626,Sharjah,98.64
1626,Sharjah,423.63
1626,Sharjah,178.96
1626,Sharjah,55.23
1626,Sharjah,63.69
1626,Sharjah,7.28
1626,Sharjah,70.64
1626,Sharjah,134.22
1626,Sharjah,535.25
1626,Sharjah,37.8
1626,Sharjah,25.82
1626,Sharjah,13.83
1626,Sharjah,106.52
1626,Sharjah,53.78
1626,Sharjah,77.39
1626,Sharjah,40.74
1626,Sharjah,22.56
1626,Sharjah,10.98
1626,Sharjah,169.36
1626,Sharjah,20.92
1626,Sharjah,83.56
1626,Sharjah,33.92
1626,Sharjah,26.97
1626,Sharjah,63.45
1626,Sharjah,77.22
1626,Sharjah,176.62
1626,Sharjah,67.26
1626,Sharjah,46.28
1626,Sharjah,2.61
1626,Sharjah,99.28
1626,Sharjah,10.4
1626,Sharjah,4.82
1626,Sharjah,41.61
1626,Sharjah,86.58
1626,Sharjah,43.68
1626,Sharjah,98.64
1626,Sharjah,19.44
1626,Sharjah,182.46
1626,Sharjah,110.32
1626,Sharjah,611.35
1626,Sharjah,54.63
1626,Sharjah,27.46
1626,Sharjah,15.66
1626,Sharjah,41.84
1626,Sharjah,241.15
1626,Sharjah,271.89
1626,Sharjah,31.68
1626,Sharjah,284.52
1626,Sharjah,44.66
1626,Sharjah,5.22
1626,Sharjah,17.68
1626,Sharjah,186.36
1626,Sharjah,229.25
1626,Sharjah,7.21
1626,Sharjah,177.1
1626,Sharjah,428.1
1626,Sharjah,107.88
1626,Sharjah,695.2
1626,Sharjah,6.05
1626,Sharjah,26.58
1626,Sharjah,65.78
1626,Sharjah,1078.38
1626,Sharjah,392.48
1626,Sharjah,92.07
1626,Sharjah,5.49
1626,Sharjah,20.76
1626,Sharjah,56.08
1626,Sharjah,50.04
1626,Sharjah,142.73
1626,Sharjah,22.56
1626,Sharjah,39.6
1626,Sharjah,25.65
1626,Sharjah,234.36
1626,Sharjah,74.78
1626,Sharjah,40.76
1626,Sharjah,77.73
1626,Sharjah,42.06
1626,Sharjah,20.74
1626,Sharjah,46.9
1626,Sharjah,45.48
1626,Sharjah,65.37
1626,Sharjah,5.68
1626,Sharjah,146.79
1626,Sharjah,45.8
1626,Sharjah,112.1
1626,Sharjah,7.98
1626,Sharjah,535.16
1626,Sharjah,14.46
1626,Sharjah,77.39
1626,Sharjah,154.78
1626,Sharjah,50.58
1626,Sharjah,114.9
1626,Sharjah,44.15
1626,Sharjah,128.28
1626,Sharjah,79.74
1626,Sharjah,80.68
1626,Sharjah,185.76
1626,Sharjah,142.52
1626,Sharjah,41.67
1626,Sharjah,267.58
1626,Sharjah,282.42
1626,Sharjah,120.38
1626,Sharjah,49.64
1631,Dubai,10.98
1631,Dubai,193.05
1631,Dubai,227.76
1631,Dubai,132.12
1631,Dubai,135.21
1631,Dubai,55.8
1631,Dubai,169.36
1631,Dubai,37.39
1631,Dubai,164.56
1631,Dubai,31.32
1631,Dubai,297.84
1631,Dubai,12.18
1631,Dubai,28.92
1631,Dubai,23.49
1631,Dubai,62.76
1631,Dubai,103.53
1631,Dubai,6.09
1631,Dubai,236.32
1631,Dubai,267.58
1631,Dubai,134.52
1631,Dubai,63.69
1631,Dubai,27.08
1631,Dubai,687.78
1631,Dubai,14.63
1631,Dubai,31.2
1631,Dubai,67.24
1631,Dubai,762.1
1631,Dubai,70.38
1631,Dubai,84.56
1631,Dubai,39.86
1631,Dubai,35.3
1631,Dubai,16.9
1631,Dubai,154.78
1631,Dubai,165.32
1631,Dubai,298.68
1631,Dubai,45.84
1631,Dubai,268.44
1631,Dubai,357.14
1631,Dubai,196.24
1631,Dubai,14.46
1631,Dubai,41.48
1631,Dubai,115.36
1631,Dubai,609.68
1631,Dubai,5.56
1631,Dubai,25.38
1631,Dubai,145.32
1631,Dubai,22.28
1631,Dubai,95.09
1631,Dubai,112.17
1631,Dubai,98.92
1631,Dubai,228.18
1631,Dubai,68.84
1631,Dubai,108.95
1631,Dubai,52.11
1631,Dubai,36.11
1631,Dubai,101.16
1631,Dubai,481.52
1631,Dubai,12.62
1631,Dubai,70.86
1631,Dubai,11.28
1631,Dubai,25.29
1631,Dubai,79.74
1631,Dubai,5.2
1631,Dubai,66.68
1631,Dubai,304.28
1631,Dubai,71.84
1631,Dubai,16.9
1631,Dubai,8.79
1631,Dubai,153.2
1631,Dubai,457.26
1631,Dubai,134.7
1631,Dubai,184.14
1631,Dubai,74.92
1631,Dubai,33.92
1631,Dubai,47.89
1631,Dubai,81.42
1631,Dubai,30.9
1631,Dubai,2.22
1631,Dubai,22.28
1631,Dubai,72.22
1631,Dubai,135.8
1631,Dubai,53.94
1631,Dubai,10.4
1631,Dubai,56.88
1631,Dubai,38.24
1631,Dubai,28.69
1631,Dubai,230.24
1631,Dubai,289.3
1631,Dubai,44.9
1631,Dubai,41.61
1631,Dubai,29.96
1631,Dubai,253.17
1631,Dubai,67.26
1631,Dubai,77.1
1631,Dubai,243.28
1631,Dubai,15.6
1631,Dubai,22.8
1631,Dubai,89.2
1631,Dubai,37.76
1631,Dubai,357.92
1631,Dubai,103.53
1631,Dubai,89.48
1631,Dubai,36.39
1631,Dubai,13.66
1631,Dubai,159.48
1631,Dubai,77.73
1631,Dubai,115.17
1631,Dubai,229.89
1633,Abu Dhabi,70.5
1633,Abu Dhabi,19.02
1633,Abu Dhabi,93.88
1633,Abu Dhabi,21.63
1633,Abu Dhabi,60.63
1633,Abu Dhabi,2.84
1633,Abu Dhabi,17.58
1633,Abu Dhabi,101.85
1633,Abu Dhabi,70.8
1633,Abu Dhabi,26.97
1633,Abu Dhabi,714.78
1633,Abu Dhabi,297.84
1633,Abu Dhabi,1271.16
1633,Abu Dhabi,144.44
1633,Abu Dhabi,41.19
1633,Abu Dhabi,25.29
1633,Abu Dhabi,42.6
1633,Abu Dhabi,208.26
1633,Abu Dhabi,20.29
1633,Abu Dhabi,94.48
1633,Abu Dhabi,54.16
1633,Abu Dhabi,266.74
1633,Abu Dhabi,232.17
1633,Abu Dhabi,28.72
1633,Abu Dhabi,34.6
1633,Abu Dhabi,40.11
1633,Abu Dhabi,19.92
1633,Abu Dhabi,15.16
1633,Abu Dhabi,28.89
1633,Abu Dhabi,86.52
1633,Abu Dhabi,13.88
1633,Abu Dhabi,17.21
1633,Abu Dhabi,142.8
1633,Abu Dhabi,120.18
1633,Abu Dhabi,18.45
1633,Abu Dhabi,76.11
1633,Abu Dhabi,61.14
1633,Abu Dhabi,50.49
1633,Abu Dhabi,49.84
1633,Abu Dhabi,5.2
1633,Abu Dhabi,33.6
1633,Abu Dhabi,181.9
1633,Abu Dhabi,22.88
1633,Abu Dhabi,47.4
1633,Abu Dhabi,19.98
1633,Abu Dhabi,409.28
1633,Abu Dhabi,5.81
1633,Abu Dhabi,417.14
1633,Abu Dhabi,33.84
1633,Abu Dhabi,52.74
1633,Abu Dhabi,25.44
1633,Abu Dhabi,245.38
1633,Abu Dhabi,11.96
1633,Abu Dhabi,131.9
1633,Abu Dhabi,24.2
1633,Abu Dhabi,39.9
1633,Abu Dhabi,144.3
1633,Abu Dhabi,27.51
1633,Abu Dhabi,94.53
1633,Abu Dhabi,210.9
1633,Abu Dhabi,73.08
1633,Abu Dhabi,201.96
1633,Abu Dhabi,7.83
1633,Abu Dhabi,268.44
1633,Abu Dhabi,16.8
1633,Abu Dhabi,714.28
1633,Abu Dhabi,240.06
1633,Abu Dhabi,267.58
1633,Abu Dhabi,388.68
1633,Abu Dhabi,26.52
1633,Abu Dhabi,33.42
1633,Abu Dhabi,77.34
1633,Abu Dhabi,45.18
1633,Abu Dhabi,164.46
1633,Abu Dhabi,259.82
1633,Abu Dhabi,50.58
1633,Abu Dhabi,65.95
1633,Abu Dhabi,180.87
1633,Abu Dhabi,57.66
1633,Abu Dhabi,15.89
1633,Abu Dhabi,77.39
1633,Abu Dhabi,27.4
1633,Abu Dhabi,642.88
1633,Abu Dhabi,108.95
1633,Abu Dhabi,53.61
1633,Abu Dhabi,481.52
1633,Abu Dhabi,78.64
1633,Abu Dhabi,46.28
1633,Abu Dhabi,97.32
1633,Abu Dhabi,8.42
1633,Abu Dhabi,763.85
1633,Abu Dhabi,51.0
1633,Abu Dhabi,354.48
1633,Abu Dhabi,9.96
1633,Abu Dhabi,55.04
1633,Abu Dhabi,74.76
1633,Abu Dhabi,20.74
1633,Abu Dhabi,134.7
1633,Abu Dhabi,9.9
1633,Abu Dhabi,10.76
1633,Abu Dhabi,10.03
1633,Abu Dhabi,35.8
1633,Abu Dhabi,125.34
1634,Abu Dhabi,409.28
1634,Abu Dhabi,46.28
1634,Abu Dhabi,99.65
1634,Abu Dhabi,480.12
1634,Abu Dhabi,44.56
1634,Abu Dhabi,27.76
1634,Abu Dhabi,56.85
1634,Abu Dhabi,70.41
1634,Abu Dhabi,141.21
1634,Abu Dhabi,12.62
1634,Abu Dhabi,97.32
1634,Abu Dhabi,187.5
1634,Abu Dhabi,45.44
1634,Abu Dhabi,120.38
1634,Abu Dhabi,357.14
1634,Abu Dhabi,11.14
1634,Abu Dhabi,13.88
1634,Abu Dhabi,164.46
1634,Abu Dhabi,95.09
1634,Abu Dhabi,188.0
1634,Abu Dhabi,45.62
1634,Abu Dhabi,35.92
1634,Abu Dhabi,135.4
1634,Abu Dhabi,388.25
1634,Abu Dhabi,109.64
1634,Abu Dhabi,178.57
1634,Abu Dhabi,77.45
1634,Abu Dhabi,39.32
1634,Abu Dhabi,289.3
1634,Abu Dhabi,87.88
1634,Abu Dhabi,20.16
1634,Abu Dhabi,11.96
1634,Abu Dhabi,15.6
1634,Abu Dhabi,49.02
1634,Abu Dhabi,42.36
1634,Abu Dhabi,149.7
1634,Abu Dhabi,229.25
1634,Abu Dhabi,75.87
1634,Abu Dhabi,144.69
1634,Abu Dhabi,83.56
1634,Abu Dhabi,84.92
1634,Abu Dhabi,77.73
1634,Abu Dhabi,7.83
1634,Abu Dhabi,17.58
1634,Abu Dhabi,52.74
1634,Abu Dhabi,64.65
1634,Abu Dhabi,25.91
1634,Abu Dhabi,340.35
1634,Abu Dhabi,74.85
1634,Abu Dhabi,40.98
1634,Abu Dhabi,51.12
1634,Abu Dhabi,238.26
1634,Abu Dhabi,15.27
1634,Abu Dhabi,58.5
1634,Abu Dhabi,56.19
1634,Abu Dhabi,329.12
1634,Abu Dhabi,309.24
1634,Abu Dhabi,62.12
1634,Abu Dhabi,143.67
1634,Abu Dhabi,75.87
1634,Abu Dhabi,95.09
1634,Abu Dhabi,55.04
1634,Abu Dhabi,131.0
1634,Abu Dhabi,133.17
1634,Abu Dhabi,83.56
1634,Abu Dhabi,23.62
1634,Abu Dhabi,414.32
1634,Abu Dhabi,89.64
1634,Abu Dhabi,17.3
1634,Abu Dhabi,26.58
1634,Abu Dhabi,58.19
1634,Abu Dhabi,114.6
1634,Abu Dhabi,20.12
1634,Abu Dhabi,58.25
1634,Abu Dhabi,91.41
1634,Abu Dhabi,16.9
1634,Abu Dhabi,84.72
1634,Abu Dhabi,29.04
1634,Abu Dhabi,35.37
1634,Abu Dhabi,75.8
1634,Abu Dhabi,14.48
1634,Abu Dhabi,30.95
1634,Abu Dhabi,219.35
1634,Abu Dhabi,89.28
1634,Abu Dhabi,32.9
1634,Abu Dhabi,13.87
1634,Abu Dhabi,82.66
1634,Abu Dhabi,17.1
1634,Abu Dhabi,178.64
1634,Abu Dhabi,27.4
1634,Abu Dhabi,19.39
1634,Abu Dhabi,9.4
1634,Abu Dhabi,10.4
1634,Abu Dhabi,214.05
1634,Abu Dhabi,642.88
1634,Abu Dhabi,8.74
1634,Abu Dhabi,26.58
1635,Dubai,134.52
1635,Dubai,27.76
1635,Dubai,490.74
1635,Dubai,33.36
1635,Dubai,88.3
1635,Dubai,136.86
1635,Dubai,706.05
1635,Dubai,174.57
1635,Dubai,54.0
1635,Dubai,313.35
1635,Dubai,232.95
1635,Dubai,26.98
1635,Dubai,102.8
1635,Dubai,226.9
1635,Dubai,10.03
1635,Dubai,188.0
1635,Dubai,49.84
1635,Dubai,119.76
1635,Dubai,459.78
1635,Dubai,20.37
1635,Dubai,103.53
1635,Dubai,86.46
1635,Dubai,15.16
1635,Dubai,113.29
1635,Dubai,43.38
1635,Dubai,127.38
1635,Dubai,22.85
1635,Dubai,22.56
1635,Dubai,784.96
1635,Dubai,78.45
1635,Dubai,5.87
1635,Dubai,423.72
1635,Dubai,40.58
1635,Dubai,30.18
1635,Dubai,24.64
1635,Dubai,67.26
1635,Dubai,12.56
1635,Dubai,139.32
1635,Dubai,82.96
1635,Dubai,160.83
1635,Dubai,28.92
1635,Dubai,114.66
1635,Dubai,161.82
1635,Dubai,327.16
1635,Dubai,23.49
1635,Dubai,162.2
1635,Dubai,101.9
1635,Dubai,70.56
1635,Dubai,354.48
1635,Dubai,9.68
1635,Dubai,34.26
1635,Dubai,54.63
1635,Dubai,179.6
1635,Dubai,20.74
1635,Dubai,534.24
1635,Dubai,28.2
1635,Dubai,48.66
1635,Dubai,84.68
1635,Dubai,179.73
1635,Dubai,29.82
1635,Dubai,153.56
1635,Dubai,44.22
1635,Dubai,50.9
1635,Dubai,36.07
1635,Dubai,106.2
1635,Dubai,55.8
1635,Dubai,157.88
1635,Dubai,106.89
1635,Dubai,152.42
1635,Dubai,83.34
1635,Dubai,357.92
1635,Dubai,11.96
1635,Dubai,4.68
1635,Dubai,179.64
1635,Dubai,99.68
1635,Dubai,181.9
1635,Dubai,17.58
1635,Dubai,29.26
1635,Dubai,65.37
1635,Dubai,37.15
1635,Dubai,56.82
1635,Dubai,758.9
1635,Dubai,127.25
1635,Dubai,30.9
1635,Dubai,39.86
1635,Dubai,6.09
1635,Dubai,8.15
1635,Dubai,85.62
1635,Dubai,31.88
1635,Dubai,476.52
1635,Dubai,65.37
1635,Dubai,19.44
1635,Dubai,24.0
1635,Dubai,47.4
1635,Dubai,103.6
1635,Dubai,32.46
1635,Dubai,48.5
1635,Dubai,75.0
1635,Dubai,45.76
1638,Abu Dhabi,43.68
1638,Abu Dhabi,900.4
1638,Abu Dhabi,35.94
1638,Abu Dhabi,20.32
1638,Abu Dhabi,25.24
1638,Abu Dhabi,892.85
1638,Abu Dhabi,178.96
1638,Abu Dhabi,42.46
1638,Abu Dhabi,37.68
1638,Abu Dhabi,8.52
1638,Abu Dhabi,25.2
1638,Abu Dhabi,69.5
1638,Abu Dhabi,267.66
1638,Abu Dhabi,803.85
1638,Abu Dhabi,14.3
1638,Abu Dhabi,447.4
1638,Abu Dhabi,14.6
1638,Abu Dhabi,77.39
1638,Abu Dhabi,164.56
1638,Abu Dhabi,29.18
1638,Abu Dhabi,99.68
1638,Abu Dhabi,7.98
1638,Abu Dhabi,31.6
1638,Abu Dhabi,299.55
1638,Abu Dhabi,43.7
1638,Abu Dhabi,23.34
1638,Abu Dhabi,6.18
1638,Abu Dhabi,32.91
1638,Abu Dhabi,49.84
1638,Abu Dhabi,2.61
1638,Abu Dhabi,70.31
1638,Abu Dhabi,165.48
1638,Abu Dhabi,285.6
1638,Abu Dhabi,58.19
1638,Abu Dhabi,44.15
1638,Abu Dhabi,490.76
1638,Abu Dhabi,119.68
1638,Abu Dhabi,63.76
1638,Abu Dhabi,481.7
1638,Abu Dhabi,30.18
1638,Abu Dhabi,49.64
1638,Abu Dhabi,42.24
1638,Abu Dhabi,161.66
1638,Abu Dhabi,61.05
1638,Abu Dhabi,32.94
1638,Abu Dhabi,265.6
1638,Abu Dhabi,93.78
1638,Abu Dhabi,71.35
1638,Abu Dhabi,71.85
1638,Abu Dhabi,76.5
1638,Abu Dhabi,39.28
1638,Abu Dhabi,131.9
1638,Abu Dhabi,13.73
1638,Abu Dhabi,90.95
1638,Abu Dhabi,359.46
1638,Abu Dhabi,41.61
1638,Abu Dhabi,17.48
1638,Abu Dhabi,26.28
1638,Abu Dhabi,41.52
1638,Abu Dhabi,155.7
1638,Abu Dhabi,72.12
1638,Abu Dhabi,27.66
1638,Abu Dhabi,45.18
1638,Abu Dhabi,112.17
1638,Abu Dhabi,107.76
1638,Abu Dhabi,70.32
1638,Abu Dhabi,131.9
1638,Abu Dhabi,68.16
1638,Abu Dhabi,84.26
1638,Abu Dhabi,600.15
1638,Abu Dhabi,26.4
1638,Abu Dhabi,19.36
1638,Abu Dhabi,23.91
1638,Abu Dhabi,22.56
1638,Abu Dhabi,211.86
1638,Abu Dhabi,714.28
1638,Abu Dhabi,17.84
1638,Abu Dhabi,30.32
1638,Abu Dhabi,1226.9
1638,Abu Dhabi,22.42
1638,Abu Dhabi,39.55
1638,Abu Dhabi,40.86
1638,Abu Dhabi,99.28
1638,Abu Dhabi,199.12
1638,Abu Dhabi,9.82
1638,Abu Dhabi,28.32
1638,Abu Dhabi,41.28
1638,Abu Dhabi,9.63
1638,Abu Dhabi,238.0
1638,Abu Dhabi,132.8
1638,Abu Dhabi,42.92
1638,Abu Dhabi,19.36
1638,Abu Dhabi,13.29
1638,Abu Dhabi,7.23
1638,Abu Dhabi,33.9
1638,Abu Dhabi,57.78
1638,Abu Dhabi,18.54
1638,Abu Dhabi,50.28
1638,Abu Dhabi,453.8
1638,Abu Dhabi,98.64
1638,Abu Dhabi,21.12
1638,Abu Dhabi,30.32
1638,Abu Dhabi,275.8
1638,Abu Dhabi,15.64
1638,Abu Dhabi,12.45
1638,Abu Dhabi,24.2
1638,Abu Dhabi,85.68
1638,Abu Dhabi,279.66
1638,Abu Dhabi,18.39
1638,Abu Dhabi,63.48
1638,Abu Dhabi,211.86
1638,Abu Dhabi,86.16
1638,Abu Dhabi,43.08
1644,Abu Dhabi,139.12
1644,Abu Dhabi,152.58
1644,Abu Dhabi,727.92
1644,Abu Dhabi,66.75
1644,Abu Dhabi,38.67
1644,Abu Dhabi,191.56
1644,Abu Dhabi,233.97
1644,Abu Dhabi,62.67
1644,Abu Dhabi,41.67
1644,Abu Dhabi,64.88
1644,Abu Dhabi,120.58
1644,Abu Dhabi,9.82
1644,Abu Dhabi,115.32
1644,Abu Dhabi,62.6
1644,Abu Dhabi,60.94
1644,Abu Dhabi,963.4
1644,Abu Dhabi,64.88
1644,Abu Dhabi,20.92
1644,Abu Dhabi,25.91
1644,Abu Dhabi,20.64
1644,Abu Dhabi,33.9
1644,Abu Dhabi,38.86
1644,Abu Dhabi,14.98
1644,Abu Dhabi,17.58
1644,Abu Dhabi,77.39
1644,Abu Dhabi,13.27
1644,Abu Dhabi,67.9
1644,Abu Dhabi,13.83
1644,Abu Dhabi,247.98
1644,Abu Dhabi,23.3
1644,Abu Dhabi,25.7
1644,Abu Dhabi,48.66
1644,Abu Dhabi,20.76
1644,Abu Dhabi,77.76
1644,Abu Dhabi,113.44
1644,Abu Dhabi,15.49
1644,Abu Dhabi,847.44
1644,Abu Dhabi,458.52
1644,Abu Dhabi,15.27
1644,Abu Dhabi,121.64
1644,Abu Dhabi,132.45
1644,Abu Dhabi,129.69
1644,Abu Dhabi,56.38
1644,Abu Dhabi,101.85
1644,Abu Dhabi,20.26
1644,Abu Dhabi,301.45
1644,Abu Dhabi,33.68
1644,Abu Dhabi,116.38
1644,Abu Dhabi,20.37
1644,Abu Dhabi,892.85
1644,Abu Dhabi,17.7
1644,Abu Dhabi,90.84
1644,Abu Dhabi,33.8
1644,Abu Dhabi,77.99
1644,Abu Dhabi,26.22
1644,Abu Dhabi,9.42
1644,Abu Dhabi,37.39
1644,Abu Dhabi,321.54
1644,Abu Dhabi,212.52
1644,Abu Dhabi,273.3
1644,Abu Dhabi,29.7
1644,Abu Dhabi,51.4
1644,Abu Dhabi,18.05
1644,Abu Dhabi,28.19
1644,Abu Dhabi,56.08
1644,Abu Dhabi,247.98
1644,Abu Dhabi,60.29
1644,Abu Dhabi,40.58
1644,Abu Dhabi,214.05
1644,Abu Dhabi,34.38
1644,Abu Dhabi,22.56
1644,Abu Dhabi,16.22
1644,Abu Dhabi,17.1
1644,Abu Dhabi,15.64
1644,Abu Dhabi,53.94
1644,Abu Dhabi,24.72
1644,Abu Dhabi,70.1
1644,Abu Dhabi,70.41
1644,Abu Dhabi,304.24
1644,Abu Dhabi,59.4
1644,Abu Dhabi,139.8
1644,Abu Dhabi,173.5
1644,Abu Dhabi,201.45
1644,Abu Dhabi,45.81
1644,Abu Dhabi,27.66
1644,Abu Dhabi,20.92
1644,Abu Dhabi,19.8
1644,Abu Dhabi,38.39
1644,Abu Dhabi,311.96
1644,Abu Dhabi,146.52
1644,Abu Dhabi,225.6
1644,Abu Dhabi,26.96
1644,Abu Dhabi,53.94
1644,Abu Dhabi,9.82
1650,Dubai,17.04
1650,Dubai,9.9
1650,Dubai,18.1
1650,Dubai,258.5
1650,Dubai,75.92
1650,Dubai,10.38
1650,Dubai,91.7
1650,Dubai,16.96
1650,Dubai,149.52
1650,Dubai,53.1
1650,Dubai,226.58
1650,Dubai,13.66
1650,Dubai,6.72
1650,Dubai,5.22
1650,Dubai,18.15
1650,Dubai,82.66
1650,Dubai,687.8
1650,Dubai,153.2
1650,Dubai,211.86
1650,Dubai,99.28
1650,Dubai,36.11
1650,Dubai,2.61
1650,Dubai,67.7
1650,Dubai,85.09
1650,Dubai,123.36
1650,Dubai,70.8
1650,Dubai,59.4
1650,Dubai,186.7
1650,Dubai,47.82
1650,Dubai,17.7
1650,Dubai,52.8
1650,Dubai,25.91
1650,Dubai,89.8
1650,Dubai,8.48
1650,Dubai,21.3
1650,Dubai,359.46
1650,Dubai,8.67
1650,Dubai,33.85
1650,Dubai,26.4
1650,Dubai,52.74
1650,Dubai,70.86
1650,Dubai,99.56
1650,Dubai,14.1
1650,Dubai,15.6
1650,Dubai,23.94
1650,Dubai,44.84
1650,Dubai,32.19
1650,Dubai,157.36
1650,Dubai,202.52
1650,Dubai,42.72
1650,Dubai,178.57
1650,Dubai,389.95
1650,Dubai,161.56
1650,Dubai,25.02
1650,Dubai,149.52
1650,Dubai,127.52
1650,Dubai,29.46
1650,Dubai,81.39
1650,Dubai,26.97
1650,Dubai,75.3
1650,Dubai,11.01
1650,Dubai,40.52
1650,Dubai,357.14
1650,Dubai,41.84
1650,Dubai,39.6
1650,Dubai,117.2
1650,Dubai,65.91
1650,Dubai,34.78
1650,Dubai,409.83
1650,Dubai,164.46
1650,Dubai,35.28
1650,Dubai,147.96
1650,Dubai,15.06
1650,Dubai,162.8
1650,Dubai,30.66
1650,Dubai,37.6
1650,Dubai,49.05
1650,Dubai,18.68
1650,Dubai,60.53
1650,Dubai,57.03
1650,Dubai,685.9
1650,Dubai,19.72
1650,Dubai,35.16
1650,Dubai,635.58
1650,Dubai,179.73
1650,Dubai,220.75
1650,Dubai,20.76
1650,Dubai,168.18
1650,Dubai,13.32
1650,Dubai,396.5
1650,Dubai,40.83
1650,Dubai,36.54
1650,Dubai,69.56
1650,Dubai,53.1
1650,Dubai,6.09
1650,Dubai,177.83
1650,Dubai,32.12
1650,Dubai,38.61
1650,Dubai,30.54
1650,Dubai,14.54
1652,Dubai,12.36
1652,Dubai,25.8
1652,Dubai,179.73
1652,Dubai,53.04
1652,Dubai,120.38
1652,Dubai,220.64
1652,Dubai,21.16
1652,Dubai,129.75
1652,Dubai,140.38
1652,Dubai,7.83
1652,Dubai,43.94
1652,Dubai,14.02
1652,Dubai,20.43
1652,Dubai,330.64
1652,Dubai,20.49
1652,Dubai,90.14
1652,Dubai,8.4
1652,Dubai,26.94
1652,Dubai,18.69
1652,Dubai,24.92
1652,Dubai,179.6
1652,Dubai,53.52
1652,Dubai,532.56
1652,Dubai,37.0
1652,Dubai,30.54
1652,Dubai,33.85
1652,Dubai,100.98
1652,Dubai,353.24
1652,Dubai,1379.34
1652,Dubai,15.34
1652,Dubai,83.56
1652,Dubai,105.6
1652,Dubai,17.7
1652,Dubai,86.46
1652,Dubai,38.24
1652,Dubai,178.08
1652,Dubai,143.67
1652,Dubai,68.16
1652,Dubai,29.04
1652,Dubai,268.05
1652,Dubai,323.32
1652,Dubai,79.74
1652,Dubai,28.92
1652,Dubai,1226.9
1652,Dubai,64.62
1652,Dubai,152.84
1652,Dubai,46.28
1652,Dubai,160.77
1652,Dubai,10.06
1652,Dubai,130.86
1652,Dubai,41.84
1652,Dubai,43.38
1652,Dubai,389.73
1652,Dubai,141.68
1652,Dubai,9.28
1652,Dubai,798.84
1652,Dubai,12.62
1652,Dubai,7.83
1652,Dubai,91.52
1652,Dubai,245.38
1652,Dubai,45.42
