customer_id,total_spend
1194,10952.27
589,10951.75
4938,10949.11
3080,10948.06
4818,10947.74
2852,10947.09
4269,10946.16
3726,10945.59
4217,10944.2
2615,10943.27
3796,10942.32
3377,10939.78
1409,10939.19
3508,10938.38
480,10935.02
4974,10934.95
3287,10934.93
2515,10933.2
11,10929.95
3124,10928.48
4717,10927.39
2336,10925.93
4149,10925.54
531,10923.75
4683,10923.3
3720,10922.44
2499,10921.39
3724,10919.7
3848,10919.35
4139,10919.2
3195,10917.76
4834,10913.76
4105,10913.69
3361,10913.53
723,10910.47
963,10910.23
1810,10909.16
3675,10908.57
4806,10908.43
4173,10907.46
1041,10907.06
9,10906.52
2366,10904.41
4003,10903.64
1480,10903.4
3880,10903.27
338,10902.72
3049,10900.0
4605,10899.97
1310,10899.65
4751,10899.34
2475,10898.32
767,10897.11
2639,10894.85
3550,10892.73
580,10891.93
2581,10890.29
1401,10890.19
4023,10890.14
4618,10889.6
510,10889.56
3973,10887.16
3992,10887.08
2841,10886.38
4937,10885.49
4317,10885.47
3471,10885.4
1751,10882.71
4805,10880.65
541,10880.31
1621,10878.29
3099,10877.26
4863,10874.04
4427,10873.9
4037,10870.39
2003,10869.39
3624,10867.8
2517,10864.88
2426,10864.46
1400,10862.47
3551,10861.68
144,10858.42
3319,10858.3
3810,10858.05
3441,10857.96
3261,10857.01
1756,10856.15
749,10853.19
596,10853.16
836,10852.74
4413,10851.58
2526,10849.42
3348,10848.12
1570,10847.55
493,10847.39
4861,10844.84
2675,10844.37
2831,10844.23
4872,10839.56
3171,10837.85
3238,10837.53
3595,10836.83
170,10835.99
938,10834.26
2159,10833.92
2985,10833.09
2669,10832.72
4849,10830.58
1558,10829.78
2510,10829.57
561,10829.48
4976,10828.48
1106,10828.14
323,10828.06
1981,10827.63
908,10827.28
174,10824.88
2472,10823.94
986,10823.82
1609,10823.21
719,10822.09
1574,10822.05
4879,10821.76
2106,10821.59
1402,10821.16
4358,10821.05
4930,10820.57
1020,10820.17
1808,10820.16
521,10819.51
3895,10819.45
4601,10818.94
4331,10817.95
4526,10816.98
2956,10816.72
3977,10816.63
1423,10816.43
1045,10816.04
2280,10814.77
3226,10813.74
4831,10812.84
2458,10812.47
1035,10812.04
1504,10811.21
1593,10809.57
182,10809.07
329,10807.57
1252,10807.49
2189,10806.87
4633,10806.74
837,10805.32
4390,10805.06
411,10804.91
4210,10802.87
397,10802.77
3245,10801.61
1749,10801.14
1702,10800.33
3135,10800.27
1064,10797.88
253,10796.9
2585,10796.6
2715,10796.0
4962,10795.41
4297,10795.01
1612,10793.39
116,10793.01
1524,10792.92
4372,10792.56
3697,10791.3
2284,10789.71
4600,10789.02
3305,10788.34
937,10788.17
2355,10785.83
107,10780.58
298,10779.04
4204,10777.9
4399,10777.7
1342,10777.45
579,10776.79
13,10776.53
3963,10775.07
2073,10774.19
3569,10773.57
3277,10772.84
2440,10771.01
2158,10770.13
4118,10769.43
2643,10769.22
2291,10768.01
4540,10767.73
551,10767.48
2640,10766.49
2616,10765.41
4726,10764.96
2211,10764.04
2608,10763.92
1328,10763.91
1373,10763.29
1121,10762.66
151,10762.32
3631,10761.85
4144,10761.78
4789,10760.74
1410,10760.73
2428,10759.93
4493,10759.06
2513,10758.63
46,10757.79
935,10756.71
1081,10755.37
3736,10752.73
960,10752.44
1009,10752.15
931,10751.21
4507,10751.16
1126,10747.76
825,10744.97
1644,10744.8
3199,10744.69
985,10740.45
2022,10740.32
2055,10738.6
4564,10737.97
416,10735.88
4939,10734.44
417,10733.72
2765,10733.26
953,10733.07
2092,10732.97
1326,10732.86
3753,10731.93
2713,10731.54
415,10730.93
4743,10728.4
4775,10727.39
626,10727.18
133,10726.28
910,10725.44
1345,10723.55
692,10722.2
1924,10721.72
4000,10721.64
940,10718.56
4172,10717.39
4763,10716.08
1294,10716.0
729,10714.81
1138,10714.55
532,10714.5
2429,10713.79
598,10712.63
4727,10712.41
4142,10712.36
373,10712.22
3692,10711.95
1260,10711.88
1268,10710.89
832,10710.32
2353,10708.31
1058,10708.19
4449,10706.98
1386,10706.78
3908,10706.48
476,10706.43
2680,10704.45
3832,10703.62
3604,10703.11
440,10702.85
1758,10701.43
1228,10701.25
636,10696.51
1429,10695.59
1697,10693.1
2687,10692.03
3264,10691.23
24,10687.37
4681,10685.99
2104,10685.5
1244,10683.72
1114,10683.55
3835,10682.73
4943,10678.74
1283,10676.52
4468,10672.83
2231,10672.79
2620,10671.72
4209,10671.66
657,10669.2
3762,10668.77
4290,10666.43
1190,10664.99
1876,10664.78
1566,10663.86
2365,10663.17
4348,10662.48
2058,10661.41
1691,10661.15
3818,10657.54
3592,10657.4
3323,10655.7
3014,10652.46
278,10650.99
2227,10650.44
2506,10650.15
3773,10648.55
2884,10647.57
1760,10647.1
1006,10646.8
3505,10644.03
4422,10643.49
3501,10643.33
1107,10642.82
2678,10642.0
3182,10640.97
16,10639.96
3370,10639.77
3041,10637.53
2358,10637.4
662,10637.18
3278,10636.8
3112,10636.59
1988,10635.31
2294,10634.21
1068,10633.88
4627,10633.38
3237,10631.28
1232,10630.89
1796,10630.42
4793,10629.47
3384,10628.36
3940,10627.87
3104,10626.31
220,10625.81
1458,10625.44
2629,10623.29
3693,10622.39
1661,10621.92
1209,10621.29
2418,10620.68
2720,10619.55
331,10619.0
2452,10619.0
4010,10617.3
646,10616.17
4644,10616.11
4166,10615.93
546,10613.59
3494,10612.82
275,10611.32
4299,10610.37
3299,10609.22
593,10608.47
1264,10608.27
2966,10606.52
1764,10606.3
181,10605.58
2066,10602.5
3919,10601.82
3176,10601.54
3025,10601.44
3300,10600.84
1666,10599.09
1083,10598.68
3703,10597.85
4579,10597.6
524,10596.93
2035,10596.85
1857,10596.73
31,10595.0
1187,10594.62
2596,10594.55
3146,10593.96
3297,10593.81
1442,10591.8
3326,10589.83
395,10587.01
2276,10584.4
3249,10584.0
4113,10583.95
3258,10583.75
4883,10579.9
4279,10577.91
578,10576.98
1826,10576.85
2974,10576.28
981,10575.72
2557,10575.3
1166,10574.23
4033,10573.38
2683,10572.92
3647,10571.9
1720,10571.41
237,10569.85
2764,10569.47
2253,10567.65
4999,10567.3
2587,10566.92
3529,10565.4
2555,10565.39
957,10563.98
1472,10562.95
2757,10562.02
2540,10561.25
2935,10560.99
4093,10560.69
2223,10560.43
2450,10560.26
1686,10559.53
867,10559.44
3070,10558.46
4473,10557.42
3322,10556.18
1792,10556.1
1270,10555.61
2071,10554.91
4989,10554.87
441,10553.88
2618,10550.81
4025,10550.19
4754,10549.65
2560,10549.54
4289,10549.36
1140,10549.23
3938,10549.15
1023,10549.11
3741,10547.79
3123,10545.86
1627,10544.2
4724,10542.81
640,10542.8
3301,10542.32
553,10542.13
609,10541.37
2959,10540.68
2026,10540.13
2115,10539.68
4753,10538.43
933,10538.18
1164,10536.53
1495,10536.49
215,10536.15
3224,10535.95
1527,10534.45
205,10531.06
4262,10529.86
3398,10526.82
2233,10526.6
2633,10526.31
1928,10525.82
1063,10524.98
4241,10524.63
4748,10523.85
459,10520.02
3955,10518.97
3499,10518.78
2995,10518.53
3960,10517.62
2850,10516.9
3020,10516.74
2029,10516.35
2848,10515.6
1533,10515.23
1970,10514.25
2946,10514.23
959,10513.61
4659,10513.27
879,10512.22
3897,10512.22
1828,10511.82
2817,10511.79
3531,10511.75
3586,10509.55
355,10507.85
3447,10506.58
1047,10506.54
189,10504.7
851,10504.43
4060,10504.43
1158,10504.1
4934,10502.75
3314,10502.51
2436,10502.17
4436,10501.61
3386,10501.3
1787,10497.31
1189,10496.17
2476,10495.64
4220,10495.15
1724,10494.85
3186,10492.94
3618,10490.48
3826,10487.75
3665,10486.82
1243,10486.08
4084,10485.03
2599,10483.73
906,10482.4
914,10482.25
2782,10482.18
140,10480.93
3672,10480.67
4414,10479.52
3477,10477.85
528,10476.09
4417,10471.62
4953,10471.39
1479,10470.53
4151,10470.35
2,10469.13
187,10468.8
1987,10467.69
4087,10466.9
2387,10466.14
4680,10464.63
2339,10463.71
2102,10462.85
1097,10460.21
1799,10456.99
2297,10453.84
3153,10452.36
2541,10451.54
209,10451.49
3545,10447.12
752,10445.91
1332,10441.76
1889,10441.61
934,10441.56
488,10438.31
4430,10437.68
3577,10437.61
3740,10437.33
1259,10437.13
3901,10435.88
2002,10433.92
607,10433.12
4810,10432.21
3847,10431.16
115,10430.74
3240,10430.41
520,10429.23
4925,10429.22
4613,10425.2
289,10424.87
1740,10424.11
1562,10424.04
1149,10422.55
1947,10422.2
2048,10421.71
399,10421.64
4892,10419.9
4137,10418.53
3087,10415.74
2311,10414.7
2447,10413.62
1122,10413.57
290,10410.94
1046,10410.31
2635,10410.21
2046,10409.04
4196,10407.92
3217,10407.8
1085,10407.22
1160,10406.65
2700,10404.74
4936,10404.62
3214,10403.85
3754,10403.31
2193,10402.78
653,10400.82
4712,10400.06
3928,10399.59
106,10397.23
3713,10396.5
3125,10394.78
2779,10394.41
1806,10392.83
1565,10392.53
564,10392.49
1119,10392.28
460,10390.92
99,10388.95
709,10387.3
4533,10387.3
4874,10386.83
3255,10381.14
3078,10381.08
3990,10380.96
2260,10379.49
1759,10378.66
4230,10375.27
3443,10372.71
89,10370.48
2984,10366.84
3271,10365.77
461,10365.24
1637,10363.76
2653,10363.68
628,10362.73
803,10362.41
4794,10362.23
4123,10361.84
3113,10361.26
1708,10360.32
