customer_id,total_spend,spend_tier
2409,11321.5,High
2762,11321.19,High
1363,11320.16,High
4977,11320.03,High
2918,11318.66,High
1287,11317.68,High
4188,11316.75,High
169,11316.61,High
2283,11315.11,High
3711,11314.44,High
880,11314.13,High
854,11313.48,High
4009,11313.0,High
1357,11312.93,High
60,11312.71,High
3420,11311.47,High
4924,11311.16,High
1421,11308.2,High
1830,11307.63,High
1602,11307.19,High
3181,11305.53,High
2570,11304.98,High
4944,11304.1,High
4277,11302.58,High
1198,11302.06,High
2479,11301.14,High
599,11300.05,High
1353,11294.79,High
2610,11294.64,High
2874,11294.21,High
463,11293.56,High
4916,11291.92,High
1534,11290.85,High
2793,11290.05,High
1716,11289.06,High
649,11288.66,High
2424,11288.01,High
51,11287.96,High
644,11284.37,High
4778,11283.45,High
47,11282.56,High
1850,11282.35,High
4283,11280.83,High
1062,11279.1,High
3816,11278.87,High
1628,11278.04,High
2840,11276.57,High
1301,11276.42,High
2397,11276.0,High
2846,11274.68,High
4038,11274.64,High
1213,11274.21,High
1077,11271.39,High
994,11270.18,High
2061,11269.75,High
4392,11267.56,High
1553,11267.27,High
835,11266.28,High
3026,11264.32,High
354,11262.12,High
535,11261.18,High
3598,11258.61,High
1474,11257.65,High
3247,11253.92,High
1368,11253.88,High
3327,11252.24,High
3788,11251.41,High
1729,11250.62,High
3642,11249.96,High
507,11249.16,High
3343,11248.62,High
3712,11247.35,High
3645,11246.13,High
1197,11244.85,High
4329,11242.62,High
271,11241.86,High
2176,11241.25,High
3968,11240.14,High
1560,11237.65,High
3699,11232.42,High
2551,11232.26,High
3215,11232.07,High
4791,11231.57,High
4887,11230.82,High
306,11228.85,High
481,11226.23,High
4304,11225.74,High
4415,11225.58,High
4448,11224.95,High
2573,11224.08,High
911,11221.93,High
1452,11217.38,High
666,11214.92,High
1230,11212.48,High
40,11212.45,High
2595,11212.29,High
4913,11211.67,High
2212,11211.25,High
1660,11210.77,High
4100,11209.34,High
1095,11207.46,High
276,11207.29,High
4827,11204.14,High
4146,11203.77,High
3462,11203.26,High
468,11202.7,High
1703,11202.6,High
2838,11202.28,High
1984,11201.12,High
4446,11200.35,High
4411,11199.72,High
4320,11199.62,High
1711,11199.33,High
3767,11199.15,High
4461,11198.29,High
1894,11197.95,High
4648,11197.74,High
3365,11197.46,High
567,11197.29,High
1405,11197.14,High
350,11196.99,High
17,11196.94,High
1285,11196.58,High
3965,11195.66,High
2079,11194.9,High
2830,11194.56,High
508,11189.99,High
295,11189.95,High
3918,11188.7,High
1078,11188.08,High
4111,11187.97,High
2483,11186.32,High
3266,11185.32,High
2603,11184.49,High
3044,11183.18,High
4305,11179.86,High
4983,11179.08,High
1066,11177.78,High
1518,11177.15,High
1478,11176.27,High
1148,11176.1,High
2622,11175.67,High
4454,11171.87,High
2839,11169.13,High
4240,11169.12,High
3723,11168.32,High
3583,11166.6,High
1542,11165.6,High
812,11164.47,High
5000,11160.67,High
542,11159.72,High
504,11159.62,High
3572,11159.45,High
3527,11159.29,High
2177,11157.5,High
3003,11157.14,High
1298,11156.06,High
377,11155.6,High
230,11155.39,High
3119,11154.92,High
4868,11154.61,High
2630,11154.02,High
2143,11153.86,High
1599,11152.96,High
1718,11152.44,High
639,11151.58,High
4782,11149.44,High
1245,11146.79,High
2314,11146.28,High
3330,11146.23,High
3089,11145.77,High
2180,11145.46,High
147,11144.3,High
3725,11142.77,High
1938,11138.41,High
3383,11137.83,High
2465,11135.57,High
70,11134.79,High
972,11133.38,High
4395,11132.99,High
611,11130.02,High
4294,11129.58,High
2798,11127.84,High
4655,11127.34,High
1750,11126.73,High
858,11125.15,High
4456,11124.44,High
214,11124.29,High
3988,11123.81,High
1468,11123.58,High
3295,11122.19,High
2624,11121.91,High
2791,11121.89,High
2598,11120.92,High
827,11119.6,High
2980,11119.2,High
75,11119.17,High
409,11117.77,High
549,11116.61,High
2856,11115.65,High
3839,11114.54,High
3289,11114.48,High
4273,11113.44,High
1853,11112.73,High
3664,11111.93,High
2877,11111.61,High
3911,11111.41,High
3478,11111.29,High
3696,11109.96,High
2823,11109.87,High
4016,11108.48,High
3456,11107.43,High
4651,11107.05,High
4692,11106.18,High
4480,11105.31,High
2684,11104.48,High
4193,11103.6,High
3400,11102.6,High
734,11101.28,High
4229,11100.66,High
4302,11099.59,High
3183,11099.27,High
941,11098.28,High
1380,11096.01,High
4318,11095.74,High
1813,11095.73,High
1677,11094.95,High
4197,11093.77,High
2516,11093.76,High
4124,11093.09,High
136,11091.8,High
257,11091.79,High
108,11090.67,High
351,11086.4,High
3052,11086.09,High
634,11085.92,High
3885,11085.26,High
944,11085.05,High
3578,11081.44,High
4050,11078.68,High
1239,11078.39,High
1494,11078.25,High
669,11077.51,Medium
4333,11076.03,Medium
1208,11074.9,Medium
3102,11073.18,Medium
892,11072.78,Medium
1926,11071.15,Medium
2221,11069.32,Medium
238,11069.03,Medium
2731,11069.02,Medium
2306,11068.0,Medium
1498,11067.73,Medium
4102,11067.3,Medium
1757,11064.38,Medium
2141,11064.38,Medium
496,11064.15,Medium
300,11063.61,Medium
3616,11063.16,Medium
3921,11061.98,Medium
712,11060.86,Medium
1100,11059.18,Medium
4698,11057.3,Medium
4438,11056.15,Medium
4174,11054.99,Medium
2906,11054.57,Medium
1012,11054.27,Medium
4416,11054.19,Medium
1398,11052.01,Medium
503,11051.61,Medium
3140,11050.79,Medium
2910,11050.58,Medium
2345,11050.52,Medium
2576,11049.76,Medium
1551,11048.74,Medium
105,11048.13,Medium
4085,11046.73,Medium
3666,11046.06,Medium
1265,11045.95,Medium
3943,11045.5,Medium
1912,11044.28,Medium
3553,11044.1,Medium
2120,11037.75,Medium
1154,11036.31,Medium
3716,11036.13,Medium
2819,11035.67,Medium
728,11034.74,Medium
4786,11032.46,Medium
3936,11032.45,Medium
1394,11032.36,Medium
1900,11022.65,Medium
4490,11021.83,Medium
4180,11021.12,Medium
1003,11020.73,Medium
4235,11020.1,Medium
1057,11019.61,Medium
3452,11019.14,Medium
195,11018.18,Medium
2914,11017.85,Medium
2309,11017.62,Medium
612,11017.34,Medium
1142,11016.96,Medium
1358,11015.3,Medium
462,11015.2,Medium
1319,11014.25,Medium
1437,11014.03,Medium
2880,11010.17,Medium
3823,11009.71,Medium
104,11008.83,Medium
2239,11008.66,Medium
4075,11008.34,Medium
3318,11006.03,Medium
3565,11005.98,Medium
4638,11005.85,Medium
98,11005.68,Medium
123,11005.48,Medium
191,11004.44,Medium
235,11003.74,Medium
2729,11003.15,Medium
4046,11002.33,Medium
63,11000.67,Medium
2265,10998.29,Medium
3633,10995.59,Medium
990,10995.56,Medium
2089,10995.18,Medium
4612,10994.61,Medium
2186,10993.71,Medium
3376,10993.6,Medium
2921,10990.36,Medium
1877,10989.83,Medium
2413,10989.03,Medium
213,10988.98,Medium
4981,10988.84,Medium
617,10986.94,Medium
2319,10985.15,Medium
991,10983.39,Medium
1192,10982.67,Medium
3874,10982.6,Medium
1033,10982.42,Medium
3758,10980.83,Medium
3244,10978.74,Medium
3588,10977.45,Medium
1539,10975.98,Medium
1112,10973.64,Medium
4597,10972.63,Medium
961,10972.34,Medium
363,10969.73,Medium
402,10969.16,Medium
3273,10967.01,Medium
4828,10966.92,Medium
3900,10966.08,Medium
3179,10965.01,Medium
2538,10964.62,Medium
1954,10963.02,Medium
4973,10962.84,Medium
2416,10962.02,Medium
4243,10961.78,Medium
4509,10961.51,Medium
4236,10961.33,Medium
2999,10961.18,Medium
533,10961.01,Medium
2200,10960.81,Medium
1086,10959.58,Medium
447,10959.17,Medium
27,10957.03,Medium
1263,10956.76,Medium
1253,10956.72,Medium
4310,10955.29,Medium
1194,10952.27,Medium
589,10951.75,Medium
4938,10949.11,Medium
3080,10948.06,Medium
4818,10947.74,Medium
2852,10947.09,Medium
4269,10946.16,Medium
3726,10945.59,Medium
4217,10944.2,Medium
2615,10943.27,Medium
3796,10942.32,Medium
3377,10939.78,Medium
1409,10939.19,Medium
3508,10938.38,Medium
480,10935.02,Medium
4974,10934.95,Medium
3287,10934.93,Medium
2515,10933.2,Medium
11,10929.95,Medium
3124,10928.48,Medium
4717,10927.39,Medium
2336,10925.93,Medium
4149,10925.54,Medium
531,10923.75,Medium
4683,10923.3,Medium
3720,10922.44,Medium
2499,10921.39,Medium
3724,10919.7,Medium
3848,10919.35,Medium
4139,10919.2,Medium
3195,10917.76,Medium
4834,10913.76,Medium
4105,10913.69,Medium
3361,10913.53,Medium
723,10910.47,Medium
963,10910.23,Medium
1810,10909.16,Medium
3675,10908.57,Medium
4806,10908.43,Medium
4173,10907.46,Medium
1041,10907.06,Medium
9,10906.52,Medium
2366,10904.41,Medium
4003,10903.64,Medium
1480,10903.4,Medium
3880,10903.27,Medium
338,10902.72,Medium
3049,10900.0,Medium
4605,10899.97,Medium
1310,10899.65,Medium
4751,10899.34,Medium
2475,10898.32,Medium
767,10897.11,Medium
2639,10894.85,Medium
3550,10892.73,Medium
580,10891.93,Medium
2581,10890.29,Medium
1401,10890.19,Medium
4023,10890.14,Medium
4618,10889.6,Medium
510,10889.56,Medium
3973,10887.16,Medium
3992,10887.08,Medium
2841,10886.38,Medium
4937,10885.49,Medium
4317,10885.47,Medium
3471,10885.4,Medium
1751,10882.71,Medium
4805,10880.65,Medium
541,10880.31,Medium
1621,10878.29,Medium
3099,10877.26,Medium
4863,10874.04,Medium
4427,10873.9,Medium
4037,10870.39,Medium
2003,10869.39,Medium
3624,10867.8,Medium
2517,10864.88,Medium
2426,10864.46,Medium
1400,10862.47,Medium
3551,10861.68,Medium
144,10858.42,Medium
3319,10858.3,Medium
3810,10858.05,Medium
3441,10857.96,Medium
3261,10857.01,Medium
1756,10856.15,Medium
749,10853.19,Medium
596,10853.16,Medium
836,10852.74,Medium
4413,10851.58,Medium
2526,10849.42,Medium
3348,10848.12,Medium
1570,10847.55,Medium
493,10847.39,Medium
4861,10844.84,Medium
2675,10844.37,Medium
2831,10844.23,Medium
4872,10839.56,Medium
3171,10837.85,Medium
3238,10837.53,Medium
3595,10836.83,Medium
170,10835.99,Medium
938,10834.26,Medium
2159,10833.92,Medium
2985,10833.09,Medium
2669,10832.72,Medium
4849,10830.58,Medium
1558,10829.78,Medium
2510,10829.57,Medium
561,10829.48,Medium
4976,10828.48,Medium
1106,10828.14,Medium
323,10828.06,Medium
1981,10827.63,Medium
908,10827.28,Medium
174,10824.88,Medium
2472,10823.94,Medium
986,10823.82,Medium
1609,10823.21,Medium
719,10822.09,Medium
1574,10822.05,Medium
4879,10821.76,Medium
2106,10821.59,Medium
1402,10821.16,Medium
4358,10821.05,Medium
4930,10820.57,Medium
1020,10820.17,Medium
1808,10820.16,Medium
521,10819.51,Medium
3895,10819.45,Medium
4601,10818.94,Medium
4331,10817.95,Medium
4526,10816.98,Medium
2956,10816.72,Medium
3977,10816.63,Medium
1423,10816.43,Medium
1045,10816.04,Medium
2280,10814.77,Medium
3226,10813.74,Medium
4831,10812.84,Medium
2458,10812.47,Medium
1035,10812.04,Medium
1504,10811.21,Medium
1593,10809.57,Medium
182,10809.07,Medium
329,10807.57,Medium
1252,10807.49,Medium
2189,10806.87,Medium
4633,10806.74,Medium
837,10805.32,Medium
4390,10805.06,Medium
411,10804.91,Medium
4210,10802.87,Medium
397,10802.77,Medium
3245,10801.61,Medium
1749,10801.14,Medium
1702,10800.33,Medium
3135,10800.27,Medium
1064,10797.88,Medium
253,10796.9,Medium
2585,10796.6,Medium
2715,10796.0,Medium
4962,10795.41,Medium
4297,10795.01,Medium
1612,10793.39,Medium
116,10793.01,Medium
1524,10792.92,Medium
4372,10792.56,Medium
3697,10791.3,Medium
2284,10789.71,Medium
4600,10789.02,Medium
3305,10788.34,Medium
937,10788.17,Medium
2355,10785.83,Medium
107,10780.58,Medium
298,10779.04,Medium
4204,10777.9,Medium
4399,10777.7,Medium
1342,10777.45,Medium
579,10776.79,Medium
13,10776.53,Medium
3963,10775.07,Medium
2073,10774.19,Medium
3569,10773.57,Medium
3277,10772.84,Medium
2440,10771.01,Medium
2158,10770.13,Medium
4118,10769.43,Medium
2643,10769.22,Medium
2291,10768.01,Medium
4540,10767.73,Medium
551,10767.48,Medium
2640,10766.49,Medium
2616,10765.41,Medium
4726,10764.96,Medium
2211,10764.04,Medium
2608,10763.92,Medium
1328,10763.91,Medium
1373,10763.29,Medium
1121,10762.66,Medium
151,10762.32,Medium
3631,10761.85,Medium
4144,10761.78,Medium
4789,10760.74,Medium
1410,10760.73,Medium
2428,10759.93,Medium
4493,10759.06,Medium
2513,10758.63,Medium
46,10757.79,Medium
935,10756.71,Medium
1081,10755.37,Medium
3736,10752.73,Medium
960,10752.44,Medium
1009,10752.15,Medium
931,10751.21,Medium
4507,10751.16,Medium
1126,10747.76,Medium
825,10744.97,Medium
1644,10744.8,Medium
3199,10744.69,Medium
985,10740.45,Medium
2022,10740.32,Medium
2055,10738.6,Medium
4564,10737.97,Medium
416,10735.88,Medium
4939,10734.44,Medium
417,10733.72,Medium
2765,10733.26,Medium
953,10733.07,Medium
2092,10732.97,Medium
1326,10732.86,Medium
3753,10731.93,Medium
2713,10731.54,Medium
415,10730.93,Medium
4743,10728.4,Medium
4775,10727.39,Medium
626,10727.18,Medium
133,10726.28,Medium
910,10725.44,Medium
1345,10723.55,Medium
692,10722.2,Medium
1924,10721.72,Medium
4000,10721.64,Medium
940,10718.56,Medium
4172,10717.39,Medium
4763,10716.08,Medium
1294,10716.0,Medium
729,10714.81,Medium
1138,10714.55,Medium
532,10714.5,Medium
2429,10713.79,Medium
598,10712.63,Medium
4727,10712.41,Medium
4142,10712.36,Medium
373,10712.22,Medium
3692,10711.95,Medium
1260,10711.88,Medium
1268,10710.89,Medium
832,10710.32,Medium
2353,10708.31,Medium
1058,10708.19,Medium
4449,10706.98,Medium
1386,10706.78,Medium
3908,10706.48,Medium
476,10706.43,Medium
2680,10704.45,Medium
3832,10703.62,Medium
3604,10703.11,Medium
440,10702.85,Medium
1758,10701.43,Medium
1228,10701.25,Medium
636,10696.51,Medium
1429,10695.59,Medium
1697,10693.1,Medium
2687,10692.03,Medium
3264,10691.23,Medium
24,10687.37,Medium
4681,10685.99,Medium
2104,10685.5,Medium
1244,10683.72,Medium
1114,10683.55,Medium
3835,10682.73,Medium
4943,10678.74,Medium
1283,10676.52,Medium
4468,10672.83,Medium
2231,10672.79,Medium
2620,10671.72,Medium
4209,10671.66,Medium
657,10669.2,Medium
3762,10668.77,Medium
4290,10666.43,Medium
1190,10664.99,Medium
1876,10664.78,Medium
1566,10663.86,Medium
2365,10663.17,Medium
4348,10662.48,Medium
2058,10661.41,Medium
1691,10661.15,Medium
3818,10657.54,Medium
3592,10657.4,Medium
3323,10655.7,Medium
3014,10652.46,Medium
278,10650.99,Medium
2227,10650.44,Medium
2506,10650.15,Medium
3773,10648.55,Medium
2884,10647.57,Medium
1760,10647.1,Medium
1006,10646.8,Medium
3505,10644.03,Medium
4422,10643.49,Medium
3501,10643.33,Medium
1107,10642.82,Medium
2678,10642.0,Medium
3182,10640.97,Medium
16,10639.96,Medium
3370,10639.77,Medium
3041,10637.53,Medium
2358,10637.4,Medium
662,10637.18,Medium
3278,10636.8,Medium
3112,10636.59,Medium
1988,10635.31,Medium
2294,10634.21,Medium
1068,10633.88,Medium
4627,10633.38,Medium
3237,10631.28,Medium
1232,10630.89,Medium
1796,10630.42,Medium
4793,10629.47,Medium
3384,10628.36,Medium
3940,10627.87,Medium
3104,10626.31,Medium
220,10625.81,Medium
1458,10625.44,Medium
2629,10623.29,Medium
3693,10622.39,Medium
1661,10621.92,Medium
1209,10621.29,Medium
2418,10620.68,Medium
2720,10619.55,Medium
331,10619.0,Medium
2452,10619.0,Medium
4010,10617.3,Medium
646,10616.17,Medium
4644,10616.11,Medium
4166,10615.93,Medium
546,10613.59,Medium
3494,10612.82,Medium
275,10611.32,Medium
4299,10610.37,Medium
3299,10609.22,Medium
593,10608.47,Medium
1264,10608.27,Medium
2966,10606.52,Medium
1764,10606.3,Medium
181,10605.58,Medium
2066,10602.5,Medium
3919,10601.82,Medium
3176,10601.54,Medium
3025,10601.44,Medium
3300,10600.84,Medium
1666,10599.09,Medium
1083,10598.68,Medium
3703,10597.85,Medium
4579,10597.6,Medium
524,10596.93,Medium
2035,10596.85,Medium
1857,10596.73,Medium
31,10595.0,Medium
1187,10594.62,Medium
2596,10594.55,Medium
3146,10593.96,Medium
3297,10593.81,Medium
1442,10591.8,Medium
3326,10589.83,Medium
395,10587.01,Medium
2276,10584.4,Medium
3249,10584.0,Medium
4113,10583.95,Medium
3258,10583.75,Medium
4883,10579.9,Medium
4279,10577.91,Medium
578,10576.98,Medium
1826,10576.85,Medium
2974,10576.28,Medium
981,10575.72,Medium
2557,10575.3,Medium
1166,10574.23,Medium
4033,10573.38,Medium
2683,10572.92,Medium
3647,10571.9,Medium
1720,10571.41,Medium
237,10569.85,Medium
2764,10569.47,Medium
2253,10567.65,Medium
4999,10567.3,Medium
2587,10566.92,Medium
3529,10565.4,Medium
2555,10565.39,Medium
957,10563.98,Medium
1472,10562.95,Medium
2757,10562.02,Medium
2540,10561.25,Medium
2935,10560.99,Medium
4093,10560.69,Medium
2223,10560.43,Medium
2450,10560.26,Medium
1686,10559.53,Medium
867,10559.44,Medium
3070,10558.46,Medium
4473,10557.42,Medium
3322,10556.18,Medium
1792,10556.1,Medium
1270,10555.61,Medium
2071,10554.91,Medium
4989,10554.87,Medium
441,10553.88,Medium
2618,10550.81,Medium
4025,10550.19,Medium
4754,10549.65,Medium
2560,10549.54,Medium
4289,10549.36,Medium
1140,10549.23,Medium
3938,10549.15,Medium
1023,10549.11,Medium
3741,10547.79,Medium
3123,10545.86,Medium
1627,10544.2,Medium
4724,10542.81,Medium
640,10542.8,Medium
3301,10542.32,Medium
553,10542.13,Medium
609,10541.37,Medium
2959,10540.68,Medium
2026,10540.13,Medium
2115,10539.68,Medium
4753,10538.43,Medium
933,10538.18,Medium
1164,10536.53,Medium
1495,10536.49,Medium
215,10536.15,Medium
3224,10535.95,Medium
1527,10534.45,Medium
205,10531.06,Medium
4262,10529.86,Medium
3398,10526.82,Medium
2233,10526.6,Medium
2633,10526.31,Medium
1928,10525.82,Medium
1063,10524.98,Medium
4241,10524.63,Medium
4748,10523.85,Medium
459,10520.02,Medium
3955,10518.97,Medium
3499,10518.78,Medium
2995,10518.53,Medium
3960,10517.62,Medium
2850,10516.9,Medium
3020,10516.74,Medium
2029,10516.35,Medium
2848,10515.6,Medium
1533,10515.23,Medium
1970,10514.25,Medium
2946,10514.23,Medium
959,10513.61,Medium
4659,10513.27,Medium
879,10512.22,Medium
3897,10512.22,Medium
1828,10511.82,Medium
2817,10511.79,Medium
3531,10511.75,Medium
3586,10509.55,Medium
355,10507.85,Medium
3447,10506.58,Medium
1047,10506.54,Medium
189,10504.7,Medium
851,10504.43,Medium
4060,10504.43,Medium
1158,10504.1,Medium
4934,10502.75,Medium
3314,10502.51,Medium
2436,10502.17,Medium
4436,10501.61,Medium
3386,10501.3,Medium
1787,10497.31,Medium
1189,10496.17,Medium
2476,10495.64,Medium
4220,10495.15,Medium
1724,10494.85,Medium
3186,10492.94,Medium
3618,10490.48,Medium
3826,10487.75,Medium
3665,10486.82,Medium
1243,10486.08,Medium
4084,10485.03,Medium
2599,10483.73,Medium
906,10482.4,Medium
914,10482.25,Medium
2782,10482.18,Medium
140,10480.93,Medium
3672,10480.67,Medium
4414,10479.52,Medium
3477,10477.85,Medium
528,10476.09,Medium
4417,10471.62,Medium
4953,10471.39,Medium
1479,10470.53,Medium
4151,10470.35,Medium
2,10469.13,Medium
187,10468.8,Medium
1987,10467.69,Medium
4087,10466.9,Medium
2387,10466.14,Medium
4680,10464.63,Medium
2339,10463.71,Medium
2102,10462.85,Medium
1097,10460.21,Medium
1799,10456.99,Medium
2297,10453.84,Medium
3153,10452.36,Medium
2541,10451.54,Medium
209,10451.49,Medium
3545,10447.12,Medium
752,10445.91,Medium
1332,10441.76,Medium
1889,10441.61,Medium
934,10441.56,Medium
488,10438.31,Medium
4430,10437.68,Medium
3577,10437.61,Medium
3740,10437.33,Medium
1259,10437.13,Medium
3901,10435.88,Medium
2002,10433.92,Medium
607,10433.12,Medium
4810,10432.21,Medium
3847,10431.16,Medium
115,10430.74,Medium
3240,10430.41,Medium
520,10429.23,Medium
4925,10429.22,Medium
4613,10425.2,Medium
289,10424.87,Medium
1740,10424.11,Medium
1562,10424.04,Medium
1149,10422.55,Medium
1947,10422.2,Medium
2048,10421.71,Medium
399,10421.64,Medium
4892,10419.9,Medium
4137,10418.53,Medium
3087,10415.74,Medium
2311,10414.7,Medium
2447,10413.62,Medium
1122,10413.57,Medium
290,10410.94,Medium
1046,10410.31,Medium
2635,10410.21,Medium
2046,10409.04,Medium
4196,10407.92,Medium
3217,10407.8,Medium
1085,10407.22,Medium
1160,10406.65,Medium
2700,10404.74,Medium
4936,10404.62,Medium
3214,10403.85,Medium
3754,10403.31,Medium
2193,10402.78,Medium
653,10400.82,Medium
4712,10400.06,Medium
3928,10399.59,Medium
106,10397.23,Medium
3713,10396.5,Medium
3125,10394.78,Medium
2779,10394.41,Medium
1806,10392.83,Medium
1565,10392.53,Medium
564,10392.49,Medium
1119,10392.28,Medium
460,10390.92,Medium
99,10388.95,Medium
709,10387.3,Medium
4533,10387.3,Medium
4874,10386.83,Medium
3255,10381.14,Medium
3078,10381.08,Medium
3990,10380.96,Medium
2260,10379.49,Medium
1759,10378.66,Medium
4230,10375.27,Medium
3443,10372.71,Medium
89,10370.48,Medium
2984,10366.84,Medium
3271,10365.77,Medium
461,10365.24,Medium
1637,10363.76,Medium
2653,10363.68,Medium
628,10362.73,Medium
803,10362.41,Medium
4794,10362.23,Medium
4123,10361.84,Medium
3113,10361.26,Medium
1708,10360.32,Medium
1428,10358.62,Medium
4125,10358.59,Medium
10,10357.85,Medium
4365,10357.28,Medium
792,10357.03,Medium
4347,10355.0,Medium
4385,10352.9,Medium
2219,10352.39,Medium
1125,10351.92,Medium
1657,10351.47,Medium
4569,10348.75,Medium
2644,10348.31,Medium
3684,10347.34,Medium
819,10346.69,Medium
1082,10346.09,Medium
3239,10345.73,Medium
3410,10345.09,Medium
2544,10343.93,Medium
4570,10342.37,Medium
2882,10342.14,Medium
4466,10341.87,Medium
2126,10341.5,Medium
4258,10340.63,Medium
4621,10339.23,Medium
3433,10337.85,Medium
1943,10336.5,Medium
4428,10335.61,Medium
2077,10335.4,Medium
4615,10335.36,Medium
695,10334.85,Medium
3958,10334.16,Medium
4992,10333.79,Medium
4734,10332.75,Medium
887,10332.26,Medium
2780,10330.77,Medium
2153,10330.37,Medium
2976,10329.68,Medium
2833,10327.56,Medium
1511,10326.72,Medium
3138,10326.7,Medium
1236,10324.31,Medium
3128,10322.86,Medium
2897,10321.43,Medium
367,10321.11,Medium
714,10318.76,Medium
2718,10317.67,Medium
1913,10316.05,Medium
4729,10314.97,Medium
2162,10313.96,Medium
2741,10312.62,Medium
582,10312.45,Medium
3628,10311.94,Medium
2799,10311.76,Medium
383,10311.68,Medium
566,10311.68,Medium
3547,10311.38,Medium
4384,10310.27,Medium
2050,10308.73,Medium
2954,10308.64,Medium
1355,10307.92,Medium
721,10304.96,Medium
3708,10303.86,Medium
1995,10302.73,Medium
1529,10301.81,Medium
2627,10301.71,Medium
4477,10300.57,Medium
2981,10299.61,Medium
164,10298.81,Medium
173,10297.49,Medium
4814,10297.49,Medium
885,10297.07,Medium
2044,10296.77,Medium
4545,10296.26,Medium
384,10294.82,Medium
3313,10294.42,Medium
2421,10294.33,Medium
4257,10294.04,Medium
2754,10293.02,Medium
3714,10293.0,Medium
2694,10292.91,Medium
3517,10292.55,Medium
1685,10289.52,Medium
2828,10289.12,Medium
1710,10288.99,Medium
2858,10288.35,Medium
741,10287.91,Medium
929,10287.8,Medium
4914,10286.64,Medium
4457,10286.55,Medium
1989,10286.28,Medium
3117,10285.44,Medium
3548,10285.42,Medium
4351,10284.51,Medium
3597,10283.14,Medium
1120,10283.03,Medium
1838,10281.64,Medium
4761,10281.08,Medium
2100,10279.78,Medium
1219,10279.13,Medium
4028,10277.47,Medium
866,10274.62,Medium
4133,10274.56,Medium
659,10274.3,Medium
1127,10273.17,Medium
3129,10272.4,Medium
2403,10272.08,Medium
947,10269.92,Medium
2944,10269.67,Medium
4447,10268.5,Medium
2325,10267.52,Medium
3130,10264.11,Medium
4527,10263.42,Medium
3147,10262.6,Medium
4170,10262.06,Medium
4947,10260.57,Medium
839,10259.96,Medium
3298,10259.64,Medium
875,10259.22,Medium
1238,10259.08,Medium
2550,10255.97,Medium
4027,10253.15,Medium
2747,10250.5,Medium
3730,10249.51,Medium
3009,10249.29,Medium
3952,10249.05,Medium
2698,10248.84,Medium
1390,10247.71,Medium
4121,10247.27,Medium
783,10247.1,Medium
153,10245.58,Medium
3079,10245.43,Medium
2801,10244.13,Medium
4616,10243.73,Medium
293,10243.19,Medium
2602,10243.1,Medium
4119,10241.99,Medium
3440,10241.64,Medium
4494,10239.65,Medium
3463,10239.28,Medium
3095,10238.82,Medium
1101,10238.64,Medium
30,10238.5,Medium
1361,10237.87,Medium
4844,10237.38,Medium
2060,10235.73,Medium
4182,10234.56,Medium
3976,10234.31,Medium
4200,10231.82,Medium
2493,10230.3,Medium
1267,10229.99,Medium
627,10229.86,Medium
3983,10228.59,Medium
3575,10227.33,Medium
1028,10226.87,Medium
4303,10226.09,Medium
3894,10225.98,Medium
28,10225.32,Medium
3748,10225.19,Medium
4246,10224.17,Medium
4271,10223.91,Medium
1977,10223.03,Medium
3670,10221.84,Medium
2787,10221.82,Medium
865,10221.67,Medium
1587,10221.55,Medium
4407,10221.42,Medium
1625,10221.23,Medium
698,10219.99,Medium
374,10219.56,Medium
1519,10218.49,Medium
73,10215.63,Medium
379,10212.96,Medium
3325,10212.88,Medium
3405,10212.12,Medium
4628,10211.94,Medium
2271,10211.07,Medium
558,10210.28,Medium
980,10210.04,Medium
3765,10208.48,Medium
5,10205.05,Medium
3502,10202.35,Medium
4607,10201.96,Medium
1419,10201.89,Medium
742,10199.36,Medium
1412,10198.57,Medium
4898,10198.42,Medium
3065,10198.37,Medium
4471,10193.84,Medium
642,10193.7,Medium
2924,10192.64,Medium
4909,10192.53,Medium
2535,10191.93,Medium
4116,10191.74,Medium
4970,10191.47,Medium
950,10187.34,Medium
715,10186.46,Medium
2597,10183.24,Medium
3141,10182.04,Medium
1804,10180.54,Medium
272,10180.33,Medium
4829,10177.13,Medium
2362,10177.02,Medium
4426,10176.47,Medium
291,10176.22,Medium
131,10175.47,Medium
4234,10174.17,Medium
4195,10174.16,Medium
4702,10173.39,Medium
514,10172.24,Medium
2131,10171.83,Medium
270,10170.79,Medium
4107,10168.62,Medium
3397,10168.59,Medium
2778,10167.34,Medium
1141,10166.75,Medium
3739,10164.79,Medium
889,10163.41,Medium
3335,10162.98,Medium
1918,10162.87,Medium
3627,10162.21,Medium
4145,10161.99,Medium
2893,10160.79,Medium
543,10159.95,Medium
895,10159.26,Medium
3198,10157.02,Medium
3250,10156.92,Medium
1025,10155.39,Medium
1963,10155.05,Medium
2243,10151.72,Medium
529,10151.19,Medium
1942,10150.96,Medium
637,10150.72,Medium
2802,10149.63,Medium
977,10149.57,Medium
3388,10148.47,Medium
2144,10146.95,Medium
1506,10146.31,Medium
2012,10140.93,Medium
1179,10140.42,Medium
3001,10140.1,Medium
4595,10138.83,Medium
1895,10137.69,Medium
1019,10137.61,Medium
572,10135.95,Medium
4695,10135.75,Medium
3859,10135.26,Medium
4732,10135.15,Medium
2648,10133.24,Medium
4933,10130.66,Medium
565,10130.61,Medium
3932,10129.87,Medium
2878,10129.68,Medium
907,10129.4,Medium
3027,10129.25,Medium
