sku_id,sku_name,month,current_month_revenue,previous_month_revenue,revenue_change
1118,Dairy_Milk_1118,2025-09,1422.0,3718.77,-2296.77
1156,Personal Care_Soap_1156,2022-09,2410.45,4704.89,-2294.44
1189,Electronics_Batteries_1189,2024-03,8134.07,10426.38,-2292.31
1166,Grocery_Spices_1166,2024-11,3380.15,5671.8,-2291.65
1178,Beverages_Soft Drinks_1178,2021-03,2585.52,4876.82,-2291.3
1173,Electronics_Batteries_1173,2021-10,11123.44,13413.56,-2290.12
1133,Electronics_Mobile Accessories_1133,2023-09,3114.2,5403.81,-2289.61
1107,Electronics_Mobile Accessories_1107,2022-08,22914.24,25202.95,-2288.71
1004,Beverages_Juices_1004,2022-09,2407.54,4694.91,-2287.37
1151,Electronics_Cables_1151,2023-07,20667.08,22950.92,-2283.84
1044,Snacks_Biscuits_1044,2021-06,2331.53,4615.2,-2283.67
1181,Personal Care_Soap_1181,2021-06,4285.71,6569.12,-2283.41
1099,Personal Care_Toothpaste_1099,2021-08,5812.13,8092.28,-2280.15
1149,Electronics_Chargers_1149,2024-10,6214.8,8493.56,-2278.76
1119,Grocery_Pasta_1119,2024-06,3493.75,5771.2,-2277.45
1074,Personal Care_Skincare_1074,2021-02,12874.2,15149.0,-2274.8
1164,Electronics_Cables_1164,2024-04,26809.65,29081.9,-2272.25
1047,Household_Detergent_1047,2022-03,2708.25,4978.46,-2270.21
1192,Dairy_Milk_1192,2025-04,1822.2,4089.81,-2267.61
1195,Snacks_Chocolates_1195,2021-03,1987.4,4253.23,-2265.83
1148,Household_Cleaning Supplies_1148,2023-02,8364.91,10628.6,-2263.69
1007,Personal Care_Shampoo_1007,2024-03,8195.74,10457.8,-2262.06
1189,Electronics_Batteries_1189,2025-10,5303.32,7565.03,-2261.71
1155,Electronics_Mobile Accessories_1155,2021-03,2242.24,4503.21,-2260.97
1109,Electronics_Batteries_1109,2024-09,3202.32,5462.04,-2259.72
1045,Electronics_Cables_1045,2023-10,10873.17,13132.53,-2259.36
1161,Electronics_Batteries_1161,2021-02,15726.78,17985.88,-2259.1
1185,Personal Care_Toothpaste_1185,2021-11,3703.86,5959.03,-2255.17
1062,Personal Care_Deodorant_1062,2021-09,2334.4,4585.43,-2251.03
1077,Household_Cleaning Supplies_1077,2024-09,4426.8,6677.8,-2251.0
1037,Electronics_Cables_1037,2021-11,14537.39,16785.58,-2248.19
1161,Electronics_Batteries_1161,2022-06,8844.62,11092.04,-2247.42
1199,Electronics_Cables_1199,2023-11,19592.39,21839.55,-2247.16
1101,Snacks_Crackers_1101,2024-09,1819.16,4066.19,-2247.03
1163,Household_Paper Products_1163,2021-06,3776.39,6021.05,-2244.66
1170,Dairy_Yogurt_1170,2022-03,1320.6,3562.86,-2242.26
1062,Personal Care_Deodorant_1062,2022-03,2130.14,4370.97,-2240.83
1172,Electronics_Chargers_1172,2024-11,10581.19,12819.85,-2238.66
1108,Dairy_Butter_1108,2023-09,3892.68,6131.18,-2238.5
1077,Household_Cleaning Supplies_1077,2024-08,6677.8,8915.48,-2237.68
1126,Beverages_Soft Drinks_1126,2021-02,4223.64,6461.15,-2237.51
1085,Personal Care_Skincare_1085,2021-09,2183.66,4416.12,-2232.46
1125,Personal Care_Toothpaste_1125,2024-03,3605.23,5836.58,-2231.35
1121,Grocery_Rice_1121,2024-02,5086.1,7316.23,-2230.13
1183,Electronics_Batteries_1183,2022-08,15621.23,17850.19,-2228.96
1184,Snacks_Chocolates_1184,2025-09,1434.24,3660.31,-2226.07
1017,Household_Paper Products_1017,2024-11,2703.39,4928.22,-2224.83
1040,Electronics_Mobile Accessories_1040,2021-02,16440.41,18661.61,-2221.2
1139,Dairy_Cream_1139,2021-09,2180.16,4399.73,-2219.57
1058,Personal Care_Soap_1058,2023-09,3064.76,5284.3,-2219.54
1196,Grocery_Pasta_1196,2022-08,4635.38,6853.22,-2217.84
1043,Electronics_Batteries_1043,2024-09,1618.05,3835.42,-2217.37
1155,Electronics_Mobile Accessories_1155,2025-09,1853.28,4068.49,-2215.21
1126,Beverages_Soft Drinks_1126,2021-09,1978.9,4193.98,-2215.08
1132,Dairy_Butter_1132,2022-09,2921.52,5135.77,-2214.25
1016,Grocery_Rice_1016,2025-04,1321.53,3535.78,-2214.25
1059,Electronics_Cables_1059,2022-09,1295.03,3507.52,-2212.49
1113,Dairy_Cheese_1113,2022-09,2048.49,4258.48,-2209.99
1103,Dairy_Milk_1103,2025-03,6400.88,8609.17,-2208.29
1156,Personal Care_Soap_1156,2025-04,2953.65,5161.59,-2207.94
1049,Electronics_Batteries_1049,2023-05,13470.24,15675.55,-2205.31
1148,Household_Cleaning Supplies_1148,2024-09,5253.78,7456.7,-2202.92
1080,Snacks_Chips_1080,2024-02,3545.63,5747.33,-2201.7
1136,Personal Care_Shampoo_1136,2023-09,5727.55,7921.97,-2194.42
1021,Grocery_Canned Goods_1021,2025-04,2478.8,4672.96,-2194.16
1140,Personal Care_Shampoo_1140,2022-03,2688.75,4882.58,-2193.83
1128,Grocery_Spices_1128,2025-04,1833.49,4026.24,-2192.75
1109,Electronics_Batteries_1109,2022-06,3529.83,5720.0,-2190.17
1198,Dairy_Cheese_1198,2024-09,2046.89,4231.22,-2184.33
1010,Grocery_Rice_1010,2024-09,1035.09,3217.43,-2182.34
1023,Personal Care_Toothpaste_1023,2025-04,4561.5,6743.41,-2181.91
1146,Snacks_Chocolates_1146,2022-09,1176.82,3358.5,-2181.68
1029,Grocery_Canned Goods_1029,2025-09,2343.6,4525.1,-2181.5
1076,Snacks_Chocolates_1076,2025-09,1502.14,3683.58,-2181.44
1136,Personal Care_Shampoo_1136,2025-02,10298.84,12479.74,-2180.9
1064,Snacks_Biscuits_1064,2024-03,1529.62,3709.76,-2180.14
1099,Personal Care_Toothpaste_1099,2025-08,6818.97,8993.58,-2174.61
1085,Personal Care_Skincare_1085,2024-09,2290.18,4464.64,-2174.46
1120,Grocery_Cereals_1120,2025-04,3342.75,5516.31,-2173.56
1102,Snacks_Biscuits_1102,2022-03,1206.24,3378.24,-2172.0
1189,Electronics_Batteries_1189,2025-02,12255.58,14426.98,-2171.4
1170,Dairy_Yogurt_1170,2021-09,1491.0,3659.77,-2168.77
1140,Personal Care_Shampoo_1140,2024-03,4300.52,6467.89,-2167.37
1104,Grocery_Pasta_1104,2021-06,1795.2,3962.52,-2167.32
1153,Electronics_Batteries_1153,2025-02,28952.7,31113.57,-2160.87
1043,Electronics_Batteries_1043,2023-02,3382.45,5541.5,-2159.05
1021,Grocery_Canned Goods_1021,2023-03,2419.32,4577.68,-2158.36
1069,Grocery_Spices_1069,2023-09,2834.2,4988.19,-2153.99
1168,Snacks_Chips_1168,2021-03,1720.8,3872.35,-2151.55
1171,Personal Care_Toothpaste_1171,2024-09,3833.64,5980.23,-2146.59
1126,Beverages_Soft Drinks_1126,2021-03,2081.7,4223.64,-2141.94
1149,Electronics_Chargers_1149,2021-11,7595.57,9736.52,-2140.95
1171,Personal Care_Toothpaste_1171,2025-04,3058.17,5198.0,-2139.83
1190,Dairy_Milk_1190,2021-03,1722.1,3861.33,-2139.23
1165,Personal Care_Skincare_1165,2025-04,1183.84,3320.04,-2136.2
1163,Household_Paper Products_1163,2021-03,4187.68,6322.04,-2134.36
1060,Household_Detergent_1060,2024-02,5241.32,7372.4,-2131.08
1040,Electronics_Mobile Accessories_1040,2023-02,13025.74,15156.47,-2130.73
1019,Electronics_Cables_1019,2022-12,18745.34,20875.63,-2130.29
1092,Household_Detergent_1092,2022-09,3410.99,5539.2,-2128.21
1139,Dairy_Cream_1139,2025-09,1203.63,3330.73,-2127.1
1023,Personal Care_Toothpaste_1023,2023-03,6515.14,8642.06,-2126.92
1135,Household_Trash Bags_1135,2024-06,4386.55,6513.21,-2126.66
1062,Personal Care_Deodorant_1062,2024-09,2071.78,4195.94,-2124.16
1185,Personal Care_Toothpaste_1185,2024-02,13498.77,15622.73,-2123.96
1084,Household_Paper Products_1084,2023-02,8627.51,10751.02,-2123.51
1070,Grocery_Canned Goods_1070,2025-04,4003.81,6126.14,-2122.33
1126,Beverages_Soft Drinks_1126,2023-09,1464.9,3586.69,-2121.79
1004,Beverages_Juices_1004,2023-09,1861.5,3981.4,-2119.9
1107,Electronics_Mobile Accessories_1107,2024-11,10264.36,12379.29,-2114.93
1178,Beverages_Soft Drinks_1178,2024-03,2414.47,4526.99,-2112.52
1125,Personal Care_Toothpaste_1125,2021-09,2184.57,4294.64,-2110.07
1109,Electronics_Batteries_1109,2023-09,2802.03,4911.05,-2109.02
1118,Dairy_Milk_1118,2023-09,1303.5,3411.85,-2108.35
1107,Electronics_Mobile Accessories_1107,2024-07,19895.09,22002.99,-2107.9
1185,Personal Care_Toothpaste_1185,2025-03,13252.78,15360.2,-2107.42
1178,Beverages_Soft Drinks_1178,2025-04,2068.67,4175.84,-2107.17
1121,Grocery_Rice_1121,2023-09,2135.96,4241.04,-2105.08
1045,Electronics_Cables_1045,2022-11,13430.85,15533.1,-2102.25
1092,Household_Detergent_1092,2021-03,2649.86,4750.78,-2100.92
1195,Snacks_Chocolates_1195,2025-09,1527.16,3626.48,-2099.32
1082,Household_Detergent_1082,2023-03,5416.41,7514.17,-2097.76
1163,Household_Paper Products_1163,2024-06,3810.02,5907.62,-2097.6
1189,Electronics_Batteries_1189,2022-08,11951.09,14048.62,-2097.53
1140,Personal Care_Shampoo_1140,2025-04,3617.3,5712.39,-2095.09
1104,Grocery_Pasta_1104,2022-09,1626.24,3720.99,-2094.75
1015,Dairy_Cream_1015,2022-02,2948.88,5043.06,-2094.18
1164,Electronics_Cables_1164,2024-02,39027.18,41121.02,-2093.84
1116,Personal Care_Skincare_1116,2021-06,10155.6,12248.65,-2093.05
1121,Grocery_Rice_1121,2024-03,2995.45,5086.1,-2090.65
1196,Grocery_Pasta_1196,2022-09,2544.9,4635.38,-2090.48
1028,Household_Paper Products_1028,2023-09,3425.96,5511.13,-2085.17
1066,Household_Cleaning Supplies_1066,2022-02,7797.25,9882.02,-2084.77
1162,Dairy_Yogurt_1162,2025-04,2307.62,4390.58,-2082.96
1040,Electronics_Mobile Accessories_1040,2021-04,7827.61,9907.56,-2079.95
1034,Household_Cleaning Supplies_1034,2023-02,9250.3,11328.43,-2078.13
1039,Beverages_Soft Drinks_1039,2022-02,3275.79,5353.34,-2077.55
1153,Electronics_Batteries_1153,2021-12,14143.36,16216.62,-2073.26
1030,Dairy_Cream_1030,2024-02,2375.69,4448.79,-2073.1
1060,Household_Detergent_1060,2021-09,2874.32,4939.4,-2065.08
1015,Dairy_Cream_1015,2022-09,2360.31,4423.12,-2062.81
1178,Beverages_Soft Drinks_1178,2025-09,2010.96,4071.69,-2060.73
1064,Snacks_Biscuits_1064,2021-03,1449.76,3510.37,-2060.61
1084,Household_Paper Products_1084,2025-04,4016.99,6076.05,-2059.06
1185,Personal Care_Toothpaste_1185,2023-06,8543.84,10602.43,-2058.59
1073,Electronics_Chargers_1073,2022-06,13602.94,15656.83,-2053.89
1069,Grocery_Spices_1069,2021-09,3600.2,5646.57,-2046.37
1089,Electronics_Mobile Accessories_1089,2024-10,4154.85,6199.3,-2044.45
1172,Electronics_Chargers_1172,2021-02,22946.11,24988.21,-2042.1
1070,Grocery_Canned Goods_1070,2021-06,5442.51,7484.04,-2041.53
1047,Household_Detergent_1047,2025-04,3626.54,5668.04,-2041.5
1004,Beverages_Juices_1004,2025-09,1935.96,3972.34,-2036.38
1104,Grocery_Pasta_1104,2022-03,1562.88,3598.32,-2035.44
1133,Electronics_Mobile Accessories_1133,2023-02,5206.09,7241.35,-2035.26
1074,Personal Care_Skincare_1074,2024-04,7729.15,9764.34,-2035.19
1126,Beverages_Soft Drinks_1126,2022-09,2647.1,4680.23,-2033.13
1051,Electronics_Cables_1051,2024-08,10046.44,12079.33,-2032.89
1015,Dairy_Cream_1015,2023-09,1437.89,3469.01,-2031.12
1164,Electronics_Cables_1164,2025-02,30751.32,32777.6,-2026.28
1138,Household_Cleaning Supplies_1138,2023-11,3437.1,5461.04,-2023.94
1179,Household_Cleaning Supplies_1179,2024-09,2970.52,4994.42,-2023.9
1030,Dairy_Cream_1030,2024-09,1542.8,3565.83,-2023.03
1119,Grocery_Pasta_1119,2023-09,2633.11,4654.83,-2021.72
1099,Personal Care_Toothpaste_1099,2023-05,5133.52,7154.03,-2020.51
1167,Grocery_Rice_1167,2022-06,4370.85,6390.69,-2019.84
1171,Personal Care_Toothpaste_1171,2023-05,3791.97,5811.57,-2019.6
1198,Dairy_Cheese_1198,2022-09,2824.19,4841.92,-2017.73
1105,Beverages_Water_1105,2023-03,1507.65,3524.65,-2017.0
1085,Personal Care_Skincare_1085,2025-02,3514.61,5530.76,-2016.15
1090,Dairy_Cheese_1090,2023-03,3751.87,5764.37,-2012.5
1175,Household_Trash Bags_1175,2025-02,7394.49,9406.56,-2012.07
1089,Electronics_Mobile Accessories_1089,2023-11,3593.8,5605.75,-2011.95
1017,Household_Paper Products_1017,2024-04,5167.12,7177.32,-2010.2
1133,Electronics_Mobile Accessories_1133,2022-09,3215.75,5225.77,-2010.02
1052,Snacks_Crackers_1052,2022-09,1251.0,3260.54,-2009.54
1132,Dairy_Butter_1132,2021-06,4695.3,6703.83,-2008.53
1047,Household_Detergent_1047,2024-06,5105.62,7113.67,-2008.05
1092,Household_Detergent_1092,2025-09,1973.3,3981.2,-2007.9
1125,Personal Care_Toothpaste_1125,2022-08,3097.06,5103.53,-2006.47
1074,Personal Care_Skincare_1074,2025-10,5076.27,7081.71,-2005.44
1022,Household_Cleaning Supplies_1022,2022-06,6523.58,8528.06,-2004.48
1154,Household_Cleaning Supplies_1154,2021-03,1271.2,3272.8,-2001.6
1103,Dairy_Milk_1103,2022-03,3032.81,5033.68,-2000.87
1034,Household_Cleaning Supplies_1034,2022-02,8097.97,10098.18,-2000.21
1199,Electronics_Cables_1199,2025-09,26897.13,28897.11,-1999.98
1047,Household_Detergent_1047,2024-09,2672.14,4672.0,-1999.86
1150,Electronics_Batteries_1150,2023-05,13580.28,15577.3,-1997.02
1175,Household_Trash Bags_1175,2021-06,7061.12,9054.23,-1993.11
1135,Household_Trash Bags_1135,2021-06,6513.21,8505.52,-1992.31
1007,Personal Care_Shampoo_1007,2025-09,6456.96,8442.74,-1985.78
1172,Electronics_Chargers_1172,2022-06,13273.65,15259.04,-1985.39
1140,Personal Care_Shampoo_1140,2021-06,3549.15,5533.77,-1984.62
1013,Grocery_Cereals_1013,2024-09,2600.99,4584.39,-1983.4
1050,Snacks_Chips_1050,2024-09,1320.16,3303.49,-1983.33
1030,Dairy_Cream_1030,2022-03,1961.56,3942.41,-1980.85
1121,Grocery_Rice_1121,2021-09,2550.4,4530.23,-1979.83
1120,Grocery_Cereals_1120,2023-02,7191.63,9168.23,-1976.6
1099,Personal Care_Toothpaste_1099,2021-09,3837.68,5812.13,-1974.45
1127,Grocery_Rice_1127,2022-03,1368.81,3342.6,-1973.79
1052,Snacks_Crackers_1052,2023-09,867.36,2839.86,-1972.5
1102,Snacks_Biscuits_1102,2024-08,2461.91,4429.2,-1967.29
1021,Grocery_Canned Goods_1021,2024-09,2508.21,4473.29,-1965.08
1044,Snacks_Biscuits_1044,2022-03,1198.45,3162.03,-1963.58
1195,Snacks_Chocolates_1195,2024-02,2880.41,4842.42,-1962.01
1023,Personal Care_Toothpaste_1023,2021-08,8853.1,10813.89,-1960.79
1017,Household_Paper Products_1017,2021-06,5706.36,7666.99,-1960.63
1045,Electronics_Cables_1045,2023-07,15346.84,17306.7,-1959.86
1195,Snacks_Chocolates_1195,2022-09,1464.4,3422.55,-1958.15
1065,Electronics_Chargers_1065,2024-10,13870.74,15826.87,-1956.13
1017,Household_Paper Products_1017,2025-03,6494.35,8446.64,-1952.29
1127,Grocery_Rice_1127,2024-09,1675.26,3627.5,-1952.24
1119,Grocery_Pasta_1119,2024-02,6207.62,8157.48,-1949.86
1080,Snacks_Chips_1080,2023-03,1929.52,3877.07,-1947.55
1156,Personal Care_Soap_1156,2024-03,4814.28,6761.23,-1946.95
1125,Personal Care_Toothpaste_1125,2022-02,3351.21,5296.55,-1945.34
1052,Snacks_Crackers_1052,2021-03,1434.48,3379.53,-1945.05
1103,Dairy_Milk_1103,2022-06,3839.0,5782.45,-1943.45
1174,Electronics_Mobile Accessories_1174,2024-08,37420.52,39363.97,-1943.45
1010,Grocery_Rice_1010,2021-09,903.65,2843.5,-1939.85
1175,Household_Trash Bags_1175,2024-03,9576.07,11514.63,-1938.56
1085,Personal Care_Skincare_1085,2021-06,3355.38,5293.78,-1938.4
1015,Dairy_Cream_1015,2024-02,3612.04,5549.17,-1937.13
1018,Personal Care_Deodorant_1018,2022-08,5688.39,7624.94,-1936.55
1128,Grocery_Spices_1128,2023-03,2545.11,4480.81,-1935.7
1190,Dairy_Milk_1190,2025-09,1276.38,3210.54,-1934.16
1171,Personal Care_Toothpaste_1171,2022-03,3666.96,5599.28,-1932.32
1059,Electronics_Cables_1059,2023-09,1252.57,3184.1,-1931.53
1167,Grocery_Rice_1167,2022-02,6727.2,8658.68,-1931.48
1023,Personal Care_Toothpaste_1023,2022-06,5108.88,7039.96,-1931.08
1051,Electronics_Cables_1051,2024-06,6345.85,8276.6,-1930.75
1143,Dairy_Cheese_1143,2025-09,1583.32,3513.91,-1930.59
1004,Beverages_Juices_1004,2024-09,1861.5,3791.68,-1930.18
1127,Grocery_Rice_1127,2025-02,2691.95,4621.98,-1930.03
1042,Grocery_Canned Goods_1042,2023-03,2819.72,4747.82,-1928.1
1007,Personal Care_Shampoo_1007,2022-08,12449.43,14375.0,-1925.57
1058,Personal Care_Soap_1058,2021-06,5273.19,7198.6,-1925.41
1132,Dairy_Butter_1132,2021-03,4104.04,6029.22,-1925.18
1033,Household_Paper Products_1033,2021-09,2335.68,4260.68,-1925.0
1033,Household_Paper Products_1033,2025-04,2076.16,3999.7,-1923.54
1128,Grocery_Spices_1128,2022-09,2232.72,4155.31,-1922.59
1120,Grocery_Cereals_1120,2022-06,4876.2,6797.66,-1921.46
1077,Household_Cleaning Supplies_1077,2023-09,4284.0,6205.14,-1921.14
1166,Grocery_Spices_1166,2023-02,7034.72,8955.81,-1921.09
1046,Household_Paper Products_1046,2023-10,4655.2,6575.47,-1920.27
1130,Snacks_Nuts_1130,2024-09,1163.34,3077.87,-1914.53
1069,Grocery_Spices_1069,2024-09,3715.1,5628.57,-1913.47
1059,Electronics_Cables_1059,2022-03,1401.18,3311.61,-1910.43
1009,Electronics_Batteries_1009,2022-10,6184.6,8094.55,-1909.95
1183,Electronics_Batteries_1183,2025-02,26927.69,28837.24,-1909.55
1099,Personal Care_Toothpaste_1099,2025-06,4619.55,6529.04,-1909.49
1052,Snacks_Crackers_1052,2023-03,1473.06,3377.36,-1904.3
1029,Grocery_Canned Goods_1029,2024-02,5029.4,6933.57,-1904.17
1072,Electronics_Chargers_1072,2024-05,27161.64,29062.34,-1900.7
1189,Electronics_Batteries_1189,2023-08,10051.16,11951.04,-1899.88
1034,Household_Cleaning Supplies_1034,2021-10,3223.36,5122.84,-1899.48
1162,Dairy_Yogurt_1162,2022-03,2032.8,3931.95,-1899.15
1131,Snacks_Crackers_1131,2025-04,1723.88,3622.21,-1898.33
1049,Electronics_Batteries_1049,2024-06,13699.46,15597.12,-1897.66
1119,Grocery_Pasta_1119,2021-08,5188.74,7085.08,-1896.34
1030,Dairy_Cream_1030,2022-09,1653.0,3548.8,-1895.8
1162,Dairy_Yogurt_1162,2021-09,1716.0,3611.78,-1895.78
1185,Personal Care_Toothpaste_1185,2023-03,9853.23,11748.43,-1895.2
1188,Grocery_Spices_1188,2021-09,1446.98,3341.3,-1894.32
1185,Personal Care_Toothpaste_1185,2024-03,11605.52,13498.77,-1893.25
1114,Electronics_Batteries_1114,2023-05,16613.78,18505.92,-1892.14
1128,Grocery_Spices_1128,2022-03,2152.98,4043.06,-1890.08
1184,Snacks_Chocolates_1184,2025-04,1377.99,3266.74,-1888.75
1017,Household_Paper Products_1017,2022-02,7227.23,9115.77,-1888.54
1153,Electronics_Batteries_1153,2024-08,22120.12,24008.53,-1888.41
1119,Grocery_Pasta_1119,2024-09,3246.3,5130.32,-1884.02
1044,Snacks_Biscuits_1044,2025-04,1730.33,3614.29,-1883.96
1161,Electronics_Batteries_1161,2024-02,14637.96,16521.74,-1883.78
1082,Household_Detergent_1082,2024-04,5104.85,6987.87,-1883.02
1175,Household_Trash Bags_1175,2025-07,8047.0,9929.7,-1882.7
1037,Electronics_Cables_1037,2024-08,32890.54,34770.85,-1880.31
1032,Snacks_Chocolates_1032,2025-09,1243.12,3122.01,-1878.89
1168,Snacks_Chips_1168,2025-02,3039.45,4916.6,-1877.15
1073,Electronics_Chargers_1073,2024-04,13112.81,14989.26,-1876.45
1166,Grocery_Spices_1166,2025-10,4340.16,6214.32,-1874.16
1118,Dairy_Milk_1118,2022-08,2263.59,4136.22,-1872.63
1033,Household_Paper Products_1033,2025-02,5427.29,7297.87,-1870.58
1146,Snacks_Chocolates_1146,2023-03,1685.66,3556.12,-1870.46
1192,Dairy_Milk_1192,2022-02,2458.01,4328.33,-1870.32
1143,Dairy_Cheese_1143,2021-03,1273.54,3140.75,-1867.21
1095,Snacks_Chocolates_1095,2022-09,1401.64,3268.73,-1867.09
1120,Grocery_Cereals_1120,2025-02,6861.08,8726.8,-1865.72
1195,Snacks_Chocolates_1195,2021-06,2217.52,4083.16,-1865.64
1114,Electronics_Batteries_1114,2025-08,20677.45,22543.08,-1865.63
1038,Electronics_Cables_1038,2021-02,19424.11,21289.65,-1865.54
1192,Dairy_Milk_1192,2021-09,1823.51,3688.52,-1865.01
1133,Electronics_Mobile Accessories_1133,2022-03,3114.2,4976.16,-1861.96
1088,Household_Cleaning Supplies_1088,2025-09,1481.2,3341.88,-1860.68
1171,Personal Care_Toothpaste_1171,2022-05,4377.91,6237.26,-1859.35
1104,Grocery_Pasta_1104,2025-09,1752.96,3612.2,-1859.24
1166,Grocery_Spices_1166,2022-06,4685.4,6541.07,-1855.67
1042,Grocery_Canned Goods_1042,2023-08,6045.34,7895.22,-1849.88
1122,Dairy_Yogurt_1122,2022-09,3476.0,5325.55,-1849.55
1096,Electronics_Mobile Accessories_1096,2023-08,16318.07,18167.03,-1848.96
1009,Electronics_Batteries_1009,2023-05,10095.45,11944.2,-1848.75
1002,Dairy_Cream_1002,2021-03,1290.62,3138.55,-1847.93
1032,Snacks_Chocolates_1032,2021-09,667.04,2513.98,-1846.94
1152,Personal Care_Toothpaste_1152,2024-03,6836.55,8682.66,-1846.11
1029,Grocery_Canned Goods_1029,2021-03,2511.0,4356.96,-1845.96
1168,Snacks_Chips_1168,2021-09,1147.2,2993.06,-1845.86
1034,Household_Cleaning Supplies_1034,2023-10,3971.64,5813.56,-1841.92
1015,Dairy_Cream_1015,2025-04,2630.52,4470.94,-1840.42
1178,Beverages_Soft Drinks_1178,2023-08,2105.66,3942.26,-1836.6
1089,Electronics_Mobile Accessories_1089,2023-06,6605.55,8441.6,-1836.05
1099,Personal Care_Toothpaste_1099,2021-02,9736.98,11572.72,-1835.74
1131,Snacks_Crackers_1131,2025-09,1619.43,3453.3,-1833.87
1033,Household_Paper Products_1033,2024-03,3797.73,5628.9,-1831.17
1016,Grocery_Rice_1016,2022-09,1632.96,3463.38,-1830.42
1159,Electronics_Batteries_1159,2023-05,21903.84,23734.26,-1830.42
1171,Personal Care_Toothpaste_1171,2024-03,5603.19,7432.95,-1829.76
1098,Electronics_Mobile Accessories_1098,2025-02,15780.25,17609.62,-1829.37
1164,Electronics_Cables_1164,2023-06,21327.34,23156.32,-1828.98
1043,Electronics_Batteries_1043,2025-09,1266.3,3094.81,-1828.51
1008,Personal Care_Shampoo_1008,2024-09,4262.18,6089.63,-1827.45
1181,Personal Care_Soap_1181,2023-09,3667.95,5495.16,-1827.21
1047,Household_Detergent_1047,2023-05,4188.76,6014.62,-1825.86
1037,Electronics_Cables_1037,2024-02,45175.39,47001.23,-1825.84
1127,Grocery_Rice_1127,2025-04,1521.01,3346.76,-1825.75
1188,Grocery_Spices_1188,2022-09,1569.26,3391.66,-1822.4
1139,Dairy_Cream_1139,2024-02,3897.67,5715.87,-1818.2
1010,Grocery_Rice_1010,2022-03,1215.82,3030.01,-1814.19
1184,Snacks_Chocolates_1184,2023-03,2832.68,4645.9,-1813.22
1109,Electronics_Batteries_1109,2022-03,2620.08,4432.54,-1812.46
1136,Personal Care_Shampoo_1136,2021-02,11468.05,13277.46,-1809.41
1133,Electronics_Mobile Accessories_1133,2022-06,3114.2,4923.09,-1808.89
1044,Snacks_Biscuits_1044,2023-03,1929.68,3737.54,-1807.86
1139,Dairy_Cream_1139,2021-03,2316.42,4123.6,-1807.18
1103,Dairy_Milk_1103,2024-03,5550.31,7355.32,-1805.01
1011,Personal Care_Shampoo_1011,2021-09,1446.27,3250.47,-1804.2
1044,Snacks_Biscuits_1044,2021-09,1568.88,3370.16,-1801.28
1082,Household_Detergent_1082,2022-06,4153.38,5953.69,-1800.31
1102,Snacks_Biscuits_1102,2023-03,1780.87,3578.74,-1797.87
1116,Personal Care_Skincare_1116,2025-10,5624.64,7421.4,-1796.76
1135,Household_Trash Bags_1135,2024-11,3757.59,5553.9,-1796.31
1049,Electronics_Batteries_1049,2023-06,11678.94,13470.24,-1791.3
1029,Grocery_Canned Goods_1029,2023-09,2204.1,3994.16,-1790.06
1130,Snacks_Nuts_1130,2021-03,1483.68,3273.32,-1789.64
1143,Dairy_Cheese_1143,2022-03,1170.28,2959.33,-1789.05
1138,Household_Cleaning Supplies_1138,2025-04,3884.76,5673.4,-1788.64
1076,Snacks_Chocolates_1076,2024-09,2152.32,3934.46,-1782.14
1038,Electronics_Cables_1038,2025-03,14017.71,15799.6,-1781.89
1156,Personal Care_Soap_1156,2024-09,3021.55,4801.58,-1780.03
1001,Electronics_Chargers_1001,2022-05,23645.22,25424.52,-1779.3
1163,Household_Paper Products_1163,2025-09,3626.83,5405.39,-1778.56
1138,Household_Cleaning Supplies_1138,2024-09,3887.52,5662.72,-1775.2
1104,Grocery_Pasta_1104,2023-03,1747.12,3520.43,-1773.31
1080,Snacks_Chips_1080,2021-03,2136.0,3909.14,-1773.14
1094,Grocery_Rice_1094,2025-04,1548.65,3321.26,-1772.61
1011,Personal Care_Shampoo_1011,2025-09,1874.04,3646.11,-1772.07
1168,Snacks_Chips_1168,2024-09,1070.72,2840.1,-1769.38
1110,Grocery_Canned Goods_1110,2023-02,2538.07,4306.96,-1768.89
1107,Electronics_Mobile Accessories_1107,2022-10,15112.38,16880.85,-1768.47
1156,Personal Care_Soap_1156,2023-09,2749.95,4518.07,-1768.12
1067,Grocery_Cereals_1067,2023-05,5105.71,6873.34,-1767.63
1095,Snacks_Chocolates_1095,2023-03,2110.54,3877.72,-1767.18
1067,Grocery_Cereals_1067,2023-08,5506.55,7273.22,-1766.67
1168,Snacks_Chips_1168,2024-03,1683.78,3445.32,-1761.54
1047,Household_Detergent_1047,2022-09,3430.45,5190.88,-1760.43
1095,Snacks_Chocolates_1095,2025-09,1631.76,3392.14,-1760.38
1043,Electronics_Batteries_1043,2024-02,3934.9,5695.22,-1760.32
1119,Grocery_Pasta_1119,2022-09,3715.21,5471.93,-1756.72
1126,Beverages_Soft Drinks_1126,2021-06,2570.0,4326.55,-1756.55
1121,Grocery_Rice_1121,2021-08,4530.23,6286.11,-1755.88
1090,Dairy_Cheese_1090,2024-03,4682.13,6436.44,-1754.31
1092,Household_Detergent_1092,2023-02,4049.02,5802.11,-1753.09
1049,Electronics_Batteries_1049,2024-09,11579.68,13328.16,-1748.48
1099,Personal Care_Toothpaste_1099,2022-02,6323.45,8070.97,-1747.52
